Gene ID	spo	Name	Function	
637290284	SPO2816	peptide/nickel/opine uptake family ABC transporter, permease protein	COG1173	
637290292	SPO2824	Kynureninase (EC 3.7.1.3)	COG3844	
637290299	SPO2831	oligopeptide ABC transporter, ATP-binding protein	COG4608,COG0444	
637290300	SPO2832	dipeptide ABC transporter, ATP-binding protein	COG0444	
637290301	SPO2833	dipeptide ABC transporter, permease protein	COG1173	
637290302	SPO2834	dipeptide ABC trasnporter, permease protein	COG0601	
637290303	SPO2835	dipeptide ABC transporter, periplasmic dipeptide-binding protein	COG0747	
637290305	SPO2837	putative glutamine amidotransferase	COG2071	
637290309	SPO2841	aminopeptidase N	COG0308	
637290325	SPO2857	metallopeptidase, family M24	COG0006	
637290350	SPO2882	dihydrodipicolinate synthase family protein	COG0329	
637290351	SPO2883	acetolactate synthase-1/2/3 large subunit	COG0028	
637290353	SPO2885	acetolactate synthase, catabolic, putative	COG0028	
637290367	SPO2899	selenophosphate synthase (EC 2.7.9.3)	COG0709	
637290408	SPO2940	serine hydroxymethyltransferase	COG0112	
637290446	SPO2980	porphyromonas-type peptidyl-arginine deiminase family protein	COG2957	
637290461	SPO2995	peptide/nickel/opine uptake family ABC transporter, periplasmic substrate-binding protein	COG0747	
637290462	SPO2996	peptide/nickel/opine uptake family ABC transporter, permease protein	COG0601	
637290463	SPO2997	peptide/nickel/opine uptake family ABC transporter, permease protein	COG1173	
637290476	SPO3010	L-proline dehydrogenase (EC 1.5.99.8)/delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	COG4230,COG0506	
637290482	SPO3016	5,10-methylenetetrahydrofolate reductase (NAD(P)) (EC 1.5.1.20)	COG0685	
637290493	SPO3027	histidinol-phosphate aminotransferase	COG0079	
637290495	SPO3029	serine--glyoxylate transaminase, putative	COG0075	
637290498	SPO3032	6-phosphogluconate dehydratase (EC 4.2.1.12)	COG0129	
637290501	SPO3035	aspartate kinase (EC 2.7.2.4)	COG0527	
637290505	SPO3039	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)	COG0834	
637290506	SPO3040	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)	COG0834	
637290507	SPO3041	amino acid ABC transporter membrane protein 1, PAAT family (TC 3.A.1.3.-)	COG0765	
637290508	SPO3042	amino acid ABC transporter membrane protein 2, PAAT family (TC 3.A.1.3.-)	COG0765	
637290509	SPO3043	amino acid ABC transporter ATP-binding protein, PAAT family (TC 3.A.1.3.-)	COG1126	
637290514	SPO3048	dipeptide ABC transporter, permease protein	COG0601	
637290515	SPO3049	dipeptide ABC transporter, periplasmic dipeptide-binding protein	COG0747	
637290528	SPO3063	transmembrane efflux protein, homoserine/threonine (RhtB) family	COG1280	
637290536	SPO3071	L-threonine synthase (EC 4.2.3.1)	COG0498	
637290567	SPO3102	chorismate mutase (EC 5.4.99.5)	COG1605	
637290600	SPO3135	L-aminopeptidase DmpA. Serine peptidase. MEROPS family S58	COG3191	
637290621	SPO3156	L-threonine aldolase (EC 4.1.2.5)	COG2008	
637290624	SPO3159	ribose-phosphate pyrophosphokinase	COG0462	
637290641	SPO3176	prephenate dehydrogenase	COG0287	
637290642	SPO3177	histidinol phosphate aminotransferase apoenzyme (EC 2.6.1.9)	COG0079	
637290643	SPO3178	hypothetical protein	COG0520	
637290650	SPO3185	transcriptional regulator, GntR family	COG1167	
637290655	SPO3190	renal dipeptidase family protein	COG2355	
637290674	SPO3209	transporter, LysE family	COG1280	
637290685	SPO3220	aminotransferase, classes I and II	COG1168	
637290689	SPO3224	L-threonine O-3-phosphate decarboxylase (EC 4.1.1.81)	COG0079	
637290695	SPO3230	aminotransferase, classes I and II	COG1167	
637290717	SPO3252	chorismate mutase (EC 5.4.99.5)	COG1605	
637290737	SPO3272	glutamate synthase family protein	COG0069	
637290747	SPO3282	N-formylglutamate amidohydrolase family protein	COG3741	
637290755	SPO3290	amino acid/amide ABC transporter ATP-binding protein 2, HAAT family (TC 3.A.1.4.-)	COG0410	
637290756	SPO3291	amino acid/amide ABC transporter substrate-binding protein, HAAT family (TC 3.A.1.4.-)	COG0683	
637290757	SPO3292	amino acid/amide ABC transporter membrane protein 2, HAAT family (TC 3.A.1.4.-)	COG4177	
637290759	SPO3294	amino acid/amide ABC transporter membrane protein 1, HAAT family (TC 3.A.1.4.-)	COG0559	
637290760	SPO3295	amino acid/amide ABC transporter ATP-binding protein 1, HAAT family (TC 3.A.1.4.-)	COG0411	
637290768	SPO3303	GDSL-like lipase/acylhydrolase, putative	COG2755	
637290769	SPO3304	N-carbamoyl-L-amino acid amidohydrolase	COG0624	
637290772	SPO3307	saccharopine dehydrogenase (NAD+, L-lysine-forming) (EC 1.5.1.7)	COG0686	
637290774	SPO3309	saccharopine dehydrogenase, putative	COG1748	
637290779	SPO3314	dihydroxyacid dehydratase (EC 4.2.1.9)	COG0129	
637290792	SPO3327	creatinase	COG0006	
637290797	SPO3332	succinyldiaminopimelate desuccinylase (EC 3.5.1.18)	COG0624	
637290802	SPO3337	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	COG2171	
637290806	SPO3341	L-threonine ammonia-lyase (EC 4.3.1.19)	COG1171	
637290809	SPO3344	cystathionine gamma-lyase	COG0626	
637290814	SPO3349	asparaginase (EC 3.5.1.1)	COG4448	
637290818	SPO3353	phosphoserine phosphatase	COG0560	
637290819	SPO3354	phosphoserine aminotransferase apoenzyme (EC 2.6.1.52)	COG1932	
637290824	SPO3359	L-threonine 3-dehydrogenase (EC 1.1.1.103)	COG1063	
637290852	SPO3387	hypothetical protein	COG0665	
637290859	SPO3394	GDSL-like lipase/acylhydrolase, putative	COG2755	
637290861	SPO3396	FAD dependent oxidoreductase/aminomethyl transferase	COG0665,COG0404	
637290863	SPO3398	homocysteine S-methyltransferase (EC 2.1.1.10)	COG2040	
637290865	SPO3400	dimethylglycine dehydrogenase (EC 1.5.99.2)	COG0665,COG0404	
637290867	SPO3402	transporter, LysE family	COG1280	
637290876	SPO3411	gamma-glutamyltransferase 2. Threonine peptidase. MEROPS family T03	COG0405	
637290882	SPO3417	aminotransferase, classes I and II	COG0436	
637290930	SPO3465	hypothetical protein	COG0665	
637290931	SPO3466	putrescine ABC transporter, permease protein	COG1177	
637290932	SPO3467	putrescine ABC transporter, permease protein	COG1176	
637290933	SPO3468	putrescine ABC transporter, ATP-binding protein	COG3842	
637290934	SPO3469	putrescine ABC transporter, periplasmic putrescine-binding protein	COG0687	
637290937	SPO3472	polyamine ABC transporter, ATP-binding protein	COG3842	
637290938	SPO3473	polyamine ABC trasnporter, periplasmic polyamine-binding protein	COG0687	
637290939	SPO3474	polyamine ABC transporter, permease protein	COG1176	
637290940	SPO3475	polyamine ABC transporter, permease protein	COG1177	
637290947	SPO3482	trypsin domain protein	COG3591	
637290948	SPO3483	protease YdgD	COG3591	
637290969	SPO3504	S-adenosylmethionine uptake transporter	COG0697	
637290994	SPO3529	serine hydroxymethyltransferase (EC 2.1.2.1)	COG0112	
637291002	SPO3537	oligopeptide/dipeptide uptake family ABC transporter, periplasmic substrate-binding protein	COG4166	
637291004	SPO3539	prephenate dehydratase (EC 4.2.1.51)	COG0077	
637291017	SPO3552	oxidoreductase, FAD-binding	COG0665	
637291019	SPO3554	hypothetical protein	COG0697	
637291021	SPO3556	dihydrodipicolinate synthase (EC 4.2.1.52)	COG0329	
637291026	SPO3561	sulfoacetaldehyde acetyltransferase (EC 2.3.3.15)	COG0028	
637291027	SPO3562	transcriptional regulator, GntR family	COG1167	
637291049	SPO3584	membrane protein, drug/metabolite transporter (DMT) family	COG5006	
637291062	SPO3597	amine oxidase, flavin-containing	COG1231	
637291066	SPO3601	N-formylglutamate amidohydrolase family protein	COG3931	
637291069	SPO3604	D-amino acid aminotransferase, putative	COG0115	
637291078	SPO3613	transporter, LysE family	COG1280	
637291126	SPO3660	urea amidolyase, homolog	COG1984	
637291127	SPO3661	allophanate hydrolase family protein	COG2049	
637291132	SPO3666	oxidoreductase, FAD-binding	COG0665	
637291143	SPO3676	acetylornithine deacetylase (EC 3.5.1.16)	COG0624	
637291154	SPO3687	decarboxylase, pyridoxal-dependent	COG0076	
637291171	SPO3704	transcriptional regulator, XRE family with shikimate kinase activity	COG0703	
637291172	SPO3705	amino acid/amide ABC transporter substrate-binding protein, HAAT family (TC 3.A.1.4.-)	COG0683	
637291173	SPO3706	amino acid/amide ABC transporter ATP-binding protein 1, HAAT family (TC 3.A.1.4.-)	COG0411	
637291174	SPO3707	amino acid/amide ABC transporter ATP-binding protein 2, HAAT family (TC 3.A.1.4.-)	COG0410	
637291175	SPO3708	amino acid/amide ABC transporter membrane protein 1, HAAT family (TC 3.A.1.4.-)	COG0559	
637291176	SPO3709	amino acid/amide ABC transporter membrane protein 2, HAAT family (TC 3.A.1.4.-)	COG4177	
637291179	SPO3712	aspartate semialdehyde dehydrogenase (EC 1.2.1.11)	COG0136	
637291184	SPO3717	cytosol aminopeptidase family protein	COG0260	
637291187	SPO3720	aromatic amino acid aminotransferase apoenzyme (EC 2.6.1.57)	COG1448	
637291191	SPO3724	nitrogen regulatory protein P-II family	COG0347	
637291206	SPO3739	hydantoinase/oxoprolinase family protein	COG0145	
637291236	SPO3768	glutamate synthase (NADPH) large subunit (EC 1.4.1.13)	COG0069	
637291238	SPO3770	glutamate synthase (NADPH) small subunit (EC 1.4.1.13)	COG0493	
637291242	SPO3774	oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein	COG0747	
637291243	SPO3775	oligopeptide/dipeptide ABC transporter, permease protein	COG0601	
637291244	SPO3776	oligopeptide/dipeptide ABC transporter, permease protein	COG1173	
637291245	SPO3777	oligopeptide/dipeptide ABC transporter, ATP-binding protein	COG0444	
637291246	SPO3778	oligopeptide/dipeptide ABC transporter, ATP-binding protein	COG4608	
637291289	SPO3821	ornithine cyclodeaminase/mu-crystallin family protein	COG2423	
637291298	SPO3830	peptidase T. Metallo peptidase. MEROPS family M20B	COG2195	
637291300	SPO3832	ornithine cyclodeaminase (EC 4.3.1.12)	COG2423	
637291302	SPO3834	dihydrodipicolinate reductase (EC 1.3.1.26)	COG0289	
637291359	SPO3891	shikimate dehydrogenase (EC 1.1.1.25)	COG0169	
637613560	SPOA0015	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	COG0128	
637613564	SPOA0020	alanine racemase domain protein	COG3616	
637613601	SPOA0057	glycine cleavage system T protein	COG0404	
637613602	SPOA0058	glycine cleavage system H protein	COG0509	
637613603	SPOA0059	glycine dehydrogenase (decarboxylating) alpha subunit (EC 1.4.4.2)/glycine dehydrogenase (decarboxylating) beta subunit (EC 1.4.4.2)	COG0403,COG1003	
637613607	SPOA0063	FAD dependent oxidoreductase/aminomethyl transferase	COG0404,COG0665	
637613608	SPOA0064	NG,NG-dimethylarginine dimethylaminohydrolase, putative	COG1834	
637613609	SPOA0065	acetolactate synthase-1/2/3 large subunit	COG0028	
637613610	SPOA0066	aspartate aminotransferase, putative	COG0436	
637613612	SPOA0068	amino acid ABC transporter ATP-binding protein, PAAT family (TC 3.A.1.3.-)	COG4598	
637613613	SPOA0069	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)	COG0834	
637613614	SPOA0070	amino acid ABC transporter membrane protein 1, PAAT family (TC 3.A.1.3.-)	COG4215	
637613615	SPOA0071	amino acid ABC transporter membrane protein 2, PAAT family (TC 3.A.1.3.-)	COG4160	
637613641	SPOA0097	amino acid/amide ABC transporter membrane protein 2, HAAT family (TC 3.A.1.4.-)	COG4177	
637613642	SPOA0098	amino acid/amide ABC transporter membrane protein 1, HAAT family (TC 3.A.1.4.-)	COG0559	
637613643	SPOA0099	amino acid/amide ABC transporter ATP-binding protein 2, HAAT family (TC 3.A.1.4.-)	COG0410	
637613644	SPOA0100	amino acid/amide ABC transporter ATP-binding protein 1, HAAT family (TC 3.A.1.4.-)	COG0411	
637613645	SPOA0101	amino acid/amide ABC transporter substrate-binding protein, HAAT family (TC 3.A.1.4.-)	COG0683	
637613673	SPOA0127	cyclase family protein	COG1878	
637613690	SPOA0144	serine-glyoxylate aminotransferase apoenzyme (EC 2.6.1.45)	COG0075	
637613691	SPOA0145	pyridoxal-phosphate dependent enzyme	COG1171	
637613692	SPOA0146	D-3-hydroxyaspartate aldolase (EC 4.1.3.41)	COG3616	
637613693	SPOA0147	ornithine cyclodeaminase (EC 4.3.1.12)	COG2423	
637613695	SPOA0149	transcriptional regulator, GntR family	COG1167	
637613704	SPOA0158	D-cysteine desulfhydrase (EC 4.4.1.15)	COG2515	
637613710	SPOA0164	transcriptional regulator, GntR family	COG1167	
637613714	SPOA0168	oxidoreductase, FAD-binding	COG0665	
637613743	SPOA0199	transcriptional regulator, GntR family	COG1167	
637613746	SPOA0202	histidinol dehydrogenase (EC 1.1.1.23)	COG0141	
637613753	SPOA0209	gamma-glutamylputrescine oxidase	COG0665	
637613775	SPOA0231	glycine betaine/proline ABC transporter, periplasmic substrate-binding protein	COG2113	
637613776	SPOA0232	glycine betaine/proline ABC transporter, ATP-binding protein	COG4175	
637613777	SPOA0233	glycine betaine/proline ABC transporter, permease protein, putative	COG4176	
637613778	SPOA0234	agmatinase, putative	COG0010	
637613779	SPOA0235	agmatinase (EC 3.5.3.11)	COG0010	
637613788	SPOA0244	dihydrodipicolinate synthase family protein	COG0329	
637613806	SPOA0262	oxidoreductase, FAD-binding	COG0665	
637613810	SPOA0266	proline racemase, putative	COG3938	
637613811	SPOA0267	dihydroxydipicolinate synthase family protein	COG0329	
637613818	SPOA0274	4-aminobutyrate aminotransferase apoenzyme (EC 2.6.1.19)	COG0160	
637613835	SPOA0291	branched-chain amino acid aminotransferase, putative	COG0115	
637613839	SPOA0295	hydantoin racemase	COG4126	
637613840	SPOA0296	amino acid/amide ABC transporter ATP-binding protein 2, HAAT family (TC 3.A.1.4.-)	COG0410	
637613841	SPOA0297	amino acid/amide ABC transporter ATP-binding protein 1, HAAT family (TC 3.A.1.4.-)	COG0411	
637613842	SPOA0298	amino acid/amide ABC transporter membrane protein 2, HAAT family (TC 3.A.1.4.-)	COG4177	
637613843	SPOA0299	amino acid/amide ABC transporter membrane protein 1, HAAT family (TC 3.A.1.4.-)	COG0559	
637613844	SPOA0300	amino acid/amide ABC transporter substrate-binding protein, HAAT family (TC 3.A.1.4.-)	COG0683	
637613851	SPOA0309	acetolactate synthase, large subunit (EC 2.2.1.6)	COG0028	
637613852	SPOA0310	aminomethyl transferase family protein	COG0665,COG0404	
637613853	SPOA0311	FAD dependent oxidoreductase/aminomethyl transferase	COG0665,COG0404	
637613860	SPOA0318	methionine gamma-lyase	COG0626	
637613862	SPOA0320	5-carboxymethyl-2-hydroxymuconate delta isomerase	COG3232	
637613874	SPOA0332	dihydroxy-acid dehydratase	COG0129	
637613881	SPOA0339	HAD-superfamily hydrolase, subfamily IB	COG0560	
637613891	SPOA0349	S-adenosylmethionine uptake transporter	COG0697	
637613896	SPOA0354	aminotransferase, class III	COG0160	
637613908	SPOA0366	amino acid/polyamine/organocation transporter, APC superfamily (TC 2.A.3)	COG0531	
637613917	SPOA0375	transcriptional regulator, GntR family	COG1167	
637613921	SPOA0379	transcriptional regulator, GntR family	COG1167	
637613922	SPOA0380	hypothetical protein	COG0665	
637613923	SPOA0381	spermidine/putrescine ABC transporter, periplasmic substrate-binding protein	COG0687	
637613924	SPOA0382	spermidine/putrescine ABC transporter, ATP-binding protein	COG3842	
637613925	SPOA0383	spermidine/putrescine ABC transporter, permease protein	COG1176	
637613926	SPOA0384	spermidine/putrescine ABC transporter, permease protein	COG1177	
637613927	SPOA0385	hypothetical protein	COG0665	
637613951	SPOA0409	Tryptophan 2,3-dioxygenase holoenzyme (EC 1.13.11.11)/Tryptophan 2,3-dioxygenase apoenzyme (EC 1.13.11.11)	COG3483	
637613960	SPOA0418	acetolactate synthase, large subunit (EC 2.2.1.6)	COG0028	
637613971	SPOA0429	carboxypeptidase PM20D1	COG0624	
637613977	SPOA0435	pyridoxal-phosphate dependent enzyme	COG1171	
