"spo","pval","gene","funct","NCBI","padj"
"SPO0918",0.5408,"fabH-1","3-oxoacyl-[acyl-carrier-protein] synthase III","SPO_RS04625",1
"SPO0919",0.125,"SPO0919","transcriptional regulator, MarR family","SPO_RS04630",0.886494252873563
"SPO0920",0.5602,"SPO0920","efflux transporter, RND family, MFP subunit","SPO_RS04635",1
"SPO0921",0.7384,"SPO0921","transporter, AcrB/AcrD/AcrF family","SPO_RS04640",1
"SPO0922",0.3972,"SPO0922","hypothetical protein","SPO_RS04645",1
"SPO0923",0.8486,"carB","carbamoyl-phosphate synthase, large subunit","SPO_RS04650",1
"SPO0925",0.885,"SPO0925","hypothetical protein","SPO_RS04660",1
"SPO0927",0.9836,"SPO0927","hypothetical protein","",1
"SPO0928",1.0036,"SPO0928","hypothetical protein","SPO_RS04670",1
"SPO0929",0.3044,"SPO0929","type II DNA modification methyltransferase, putative","SPO_RS04675",1
"SPO0930",0.983,"SPO0930","hypothetical protein","",1
"SPO0931",0.6702,"SPO0931","response regulator","SPO_RS04680",1
"SPO0932",0.137,"SPO0932","methylmalonyl-CoA epimerase","SPO_RS04685",0.91598407960199
"SPO0933",0.6584,"SPO0933","hypothetical protein","SPO_RS04690",1
"SPO0934",0,"SPO0934","hypothetical protein","SPO_RS04695",0
"SPO0935",0.027,"SPO0935","nitroreductase family protein","SPO_RS04700",0.367871698113208
"SPO0936",0.8244,"SPO0936","hypothetical protein","SPO_RS22770",1
"SPO0937",0.6904,"SPO0937","hypothetical protein","SPO_RS04705",1
"SPO0939",1,"SPO0939","peptidase, M48 family","SPO_RS04715",1
"SPO0940",0.563,"SPO0940","hypothetical protein","SPO_RS04720",1
"SPO0941",1.012,"SPO0941","hypothetical protein","SPO_RS04725",1
"SPO0942",0.9954,"SPO0942","hypothetical protein","SPO_RS04730",1
"SPO0943",0.1684,"SPO0943","hypothetical protein","SPO_RS04735",0.985265830721003
"SPO0944",0.9976,"rimO","Ribosomal protein S12 methylthiotransferase RimO (EC 2.8.4.4)","SPO_RS04740",1
"SPO0945",0,"SPO0945","AsmA family protein","SPO_RS04745",0
"SPO0946",0.4974,"algC","phosphomannomutase/phosphoglucomutase","SPO_RS04750",1
"SPO0948",0.6704,"kpsE","capsular polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family","",1
"SPO0949",0.4568,"kpsT","capsular polysaccharide export ATP-binding protein","SPO_RS04765",1
"SPO0950",0.8996,"SPO0950","uracil-DNA glycosylase, putative","SPO_RS04770",1
"SPO0951",0.3516,"SPO0951","hypothetical protein","SPO_RS04775",1
"SPO0952",0.6628,"SPO0952","hypothetical protein","",1
"SPO0953",0.9994,"SPO0953","hypothetical protein","SPO_RS04785",1
"SPO0954",0.3444,"SPO0954","hypothetical protein","SPO_RS04790",1
"SPO0955",0,"SPO0955","amidohydrolase domain protein","SPO_RS04795",0
"SPO0957",1.0068,"SPO0957","ABC transporter, permease protein","SPO_RS04805",1
"SPO0958",1.0004,"SPO0958","hypothetical protein","SPO_RS04810",1
"SPO0959",0.2776,"SPO0959","hypothetical protein","SPO_RS04815",1
"SPO0960",1.105,"SPO0960","transcriptional regulator, MerR family","SPO_RS04820",1
"SPO0961",0.8516,"SPO0961","hypothetical protein","SPO_RS04825",1
"SPO0962",0.7282,"argD","acetylornithine aminotransferase","SPO_RS04830",1
"SPO0964",0.3872,"argC-1","N-acetyl-gamma-glutamyl-phosphate reductase","SPO_RS04840",1
"SPO0965",1.0096,"SPO0965","acetyltransferase, GNAT family","SPO_RS23060",1
"SPO0966",0.5512,"panE-1","2-dehydropantoate 2-reductase","SPO_RS04855",1
"SPO0967",0.194,"SPO0967","phosphate transporter family protein","SPO_RS04860",1
"SPO0968",0.0322,"SPO0968","hydrolase, NUDIX family","SPO_RS04865",0.36905386996904
"SPO0970",0.7238,"apqZ","aquaporin Z","SPO_RS04875",1
"SPO0971",0.3086,"SPO0971","oxidoreductase, GMC family","SPO_RS04880",1
"SPO0972",0.641,"hrpB","ATP-dependent helicase HrpB","SPO_RS04885",1
"SPO0973",0.3954,"SPO0973","LAO/AO transport system ATPase","SPO_RS04890",1
"SPO0974",0.5136,"rpmB","ribosomal protein L28","SPO_RS04895",1
"SPO0975",0.3836,"SPO0975","hypothetical protein","",1
"SPO0976",0.1164,"SPO0976","hypothetical protein","SPO_RS04905",0.863558512720157
"SPO0977",0.0246,"SPO0977","ornithine cyclodeaminase/mu-crystallin family protein","SPO_RS04910",0.367871698113208
"SPO0978",0.8282,"SPO0978","CobB","SPO_RS04915",1
"SPO0980",0.1986,"SPO0980","transcriptional regulator, LysR family","SPO_RS04925",1
"SPO0981",0.829,"SPO0981","histidinol dehydrogenase, putative","SPO_RS04930",1
"SPO0982",0.8702,"SPO0982","hypothetical protein","SPO_RS23065",1
"SPO0983",0.2006,"lepA","GTP-binding protein LepA","SPO_RS04950",1
"SPO0984",0.0272,"znuB","zinc ABC transporter, permease protein","SPO_RS04955",0.367871698113208
"SPO0985",0.4664,"znuC","zinc ABC transporter, ATP-binding protein","SPO_RS04960",1
"SPO0986",0.2896,"zur","zinc uptake regulation protein","SPO_RS04965",1
"SPO0987",0.4546,"znuA","zinc ABC transporter, periplasmic zinc-binding protein","SPO_RS04970",1
"SPO0988",0.734,"SPO0988","YeeE/YedE family protein","SPO_RS04975",1
"SPO0989",1.0028,"SPO0989","transcriptional regulator SoxR","SPO_RS04980",1
"SPO0990",1.0552,"soxS","regulatory protein SoxS","SPO_RS04985",1
"SPO0991",0.9214,"soxV","sulfur oxidation V protein","SPO_RS04990",1
"SPO0992",0.2016,"soxW","thioredoxin SoxW","SPO_RS04995",1
"SPO0993",0.4006,"soxX","monoheme cytochrome c SoxX","SPO_RS05000",1
"SPO0994",NA,"soxY","sulfur oxidation Y protein","SPO_RS05005",NA
"SPO0995",0.222,"soxZ","sulfur oxidation Z protein","SPO_RS05010",1
"SPO0996",0.947,"soxA","diheme cytochrome c SoxA","SPO_RS05015",1
"SPO0997",0.2892,"soxB","sulfur oxidation B protein","SPO_RS05020",1
"SPO0998",0.807,"soxC","sulfur oxidation molybdopterin C protein","SPO_RS05025",1
"SPO0999",0.858,"soxD","diheme cytochrome c SoxD","SPO_RS05030",1
"SPO1000",0.4216,"soxE","diheme cytochrome c SoxE","SPO_RS05035",1
"SPO1001",0.7406,"soxF","sulfur oxidation F protein","SPO_RS05040",1
"SPO1002",0.3314,"SPO1002","transcriptional regulator, AraC family","SPO_RS05045",1
"SPO1003",0.9958,"clpP","ATP-dependent Clp protease, proteolytic subunit ClpP","SPO_RS05050",1
"SPO1004",0,"clpX","ATP-dependent Clp protease, ATP-binding subunit ClpX","SPO_RS05055",0
"SPO1005",0.2328,"SPO1005","endoribonuclease L-PSP family protein","",1
"SPO1006",0.6634,"SPO1006","NADH dehydrogenase subunit, putative","SPO_RS05065",1
"SPO1007",0,"SPO1007","hypothetical protein","SPO_RS05070",0
"SPO1008",1.1164,"SPO1008","hypothetical protein","SPO_RS05075",1
"SPO1009",0.5906,"aat","leucyl/phenylalanyl-tRNA--protein transferase","SPO_RS05080",1
"SPO1012",0.2228,"SPO1012","transcriptional regulator, LuxR family","SPO_RS05095",1
"SPO1013",0.879,"SPO1013","thiolase family protein","SPO_RS05100",1
"SPO1014",0.1732,"SPO1014","AMP-binding enzyme","SPO_RS05105",0.994087441860465
"SPO1015",0.6502,"SPO1015","3-hydroxybutyrate dehydrogenase, putative","SPO_RS05110",1
"SPO1016",0.4078,"SPO1016","hypothetical protein","SPO_RS05115",1
"SPO1017",0.7892,"SPO1017","lactic acid ABC transporter, ATP-binding protein","SPO_RS05120",1
"SPO1018",0.877,"SPO1018","lactic acid ABC transporter, ATP-binding protein","SPO_RS05125",1
"SPO1019",0.8684,"SPO1019","lactic acid ABC transporter, permease protein","SPO_RS05130",1
"SPO1020",0.9184,"SPO1020","lactic acid ABC transporter, permease protein","SPO_RS05135",1
"SPO1021",0.4554,"SPO1021","lactic acid ABC transporter, periplasmic substrate-binding protein","SPO_RS05140",1
"SPO1022",0.1994,"SPO1022","transcriptional regulator, putative","SPO_RS05145",1
"SPO1024",0.2298,"SPO1024","hypothetical protein","SPO_RS05155",1
"SPO1025",0.9632,"SPO1025","sensor histidine kinase","SPO_RS05160",1
"SPO1026",0.0304,"SPO1026","hypothetical protein","SPO_RS05165",0.367871698113208
"SPO1027",0.4518,"SPO1027","putative protein TIGR01244","SPO_RS05170",1
"SPO1028",0.989,"SPO1028","YeeE/YedE family protein","SPO_RS05175",1
"SPO1029",0.9906,"SPO1029","YeeE/YedE family protein","SPO_RS05180",1
"SPO1030",0.5892,"SPO1030","metallo-beta-lactamase family protein","SPO_RS05185",1
"SPO1031",0.4036,"SPO1031","hypothetical protein","",1
"SPO1032",0.9932,"SPO1032","hypothetical protein","SPO_RS05195",1
"SPO1033",0.922,"SPO1033","hypothetical protein","SPO_RS05200",1
"SPO1034",1.001,"SPO1034","hypothetical protein","SPO_RS05205",1
"SPO1036",0.478,"SPO1036","site-specific recombinase, phage integrase family","SPO_RS05215",1
"SPO1037",1.2914,"SPO1037","hypothetical protein","SPO_RS05220",1
"SPO1038",0.9784,"SPO1038","hypothetical protein","",1
"SPO1039",0.8864,"SPO1039","hypothetical protein","SPO_RS05235",1
"SPO1040",0.487,"SPO1040","hypothetical protein","SPO_RS05240",1
"SPO1041",0.693,"SPO1041","hypothetical protein","SPO_RS05245",1
"SPO1042",0.623,"SPO1042","hypothetical protein","SPO_RS05250",1
"SPO1043",0.4508,"SPO1043","hypothetical protein","SPO_RS05255",1
"SPO1044",0.3128,"SPO1044","hypothetical protein","",1
"SPO1044a",0.46,"SPO1044a","hypothetical protein","SPO_RS05270",1
"SPO1045",2,"SPO1045","hypothetical protein","SPO_RS22790",1
"SPO1046",1.0094,"SPO1046","hypothetical protein","SPO_RS22795",1
"SPO1047",0.72,"SPO1047","RNA-dependent DNA polymerase, putative","SPO_RS22425",1
"SPO1048",0.7444,"SPO1048","hypothetical protein","SPO_RS05275",1
"SPO1049",0.8462,"SPO1049","DNA methylase, C-5 cytosine-specific family","SPO_RS22430",1
"SPO1050",0.4428,"SPO1050","site-specific recombinase, phage integrase family","SPO_RS05300",1
"SPO1051",0.4706,"SPO1051","hypothetical protein","SPO_RS05320",1
"SPO1052",0.1666,"SPO1052","hypothetical protein","SPO_RS05330",0.985265830721003
"SPO1053",0,"SPO1053","hypothetical protein","SPO_RS05345",0
"SPO1054",0.1714,"SPO1054","hypothetical protein","SPO_RS05350",0.991422083981337
"SPO1055",0.5846,"SPO1055","hypothetical protein","SPO_RS05355",1
"SPO1056",1.0004,"SPO1056","hypothetical protein","SPO_RS05360",1
"SPO1057",0.4046,"SPO1057","transcriptional regulator, AraC family","SPO_RS05365",1
"SPO1058",0.7268,"SPO1058","acyltransferase, HtrB family","SPO_RS05370",1
"SPO1059",0.4244,"SPO1059","serine/threonine protein kinase","SPO_RS22140",1
"SPO1060",0.9108,"SPO1060","hypothetical protein","SPO_RS05380",1
"SPO1061",1.0064,"SPO1061","LysM domain protein","SPO_RS05385",1
"SPO1062",0.9122,"SPO1062","LysM domain protein","SPO_RS05390",1
"SPO1063",0.4212,"SPO1063","hypothetical protein","SPO_RS05395",1
"SPO1064",0.7506,"SPO1064","serine/threonine protein phosphatase, putative","SPO_RS05400",1
"SPO1065",0.3152,"SPO1065","hypothetical protein","SPO_RS05405",1
"SPO1066",1.004,"SPO1066","hypothetical protein","SPO_RS05410",1
"SPO1067",0.7314,"SPO1067","hypothetical protein","SPO_RS05415",1
"SPO1068",0.2094,"SPO1068","hypothetical protein","SPO_RS05420",1
"SPO1069",0.8436,"SPO1069","hypothetical protein","SPO_RS05425",1
"SPO1070",0.546,"SPO1070","hypothetical protein","SPO_RS05430",1
"SPO1071",0.8922,"SPO1071","glutamine amidotransferase, class-I","SPO_RS05435",1
"SPO1072",0.569,"SPO1072","putative protein TIGR01033","SPO_RS05440",1
"SPO1073",0.2906,"SPO1073","bordetella uptake gene family protein","SPO_RS05445",1
"SPO1074",0.372,"SPO1074","hypothetical protein","SPO_RS05450",1
"SPO1075",1.4152,"SPO1075","hypothetical protein","SPO_RS05455",1
"SPO1076",0.4228,"SPO1076","trkA-C domain protein","SPO_RS05460",1
"SPO1077",0.0292,"SPO1077","nitroreductase family protein","SPO_RS05465",0.367871698113208
"SPO1078",0.7106,"SPO1078","transcriptional regulator, LysR family","SPO_RS05470",1
"SPO1079",0.7696,"SPO1079","L-lysine exporter, putative","SPO_RS05475",1
"SPO1080",0.4308,"SPO1080","hypothetical protein","SPO_RS05480",1
"SPO1081",0.9104,"SPO1081","hypothetical protein","",1
"SPO1082",0.5346,"betI","HTH-type transcriptional regulator BetI","SPO_RS05490",1
"SPO1083",1.015,"betC","choline sulfatase","SPO_RS05495",1
"SPO1084",0.3598,"SPO1084","hypothetical protein","SPO_RS05500",1
"SPO1085",0.6636,"SPO1085","hypothetical protein","SPO_RS05505",1
"SPO1086",0.1162,"SPO1086","transcriptional regulator, TetR family","SPO_RS05510",0.863558512720157
"SPO1087",0.9456,"betT","choline transporter","SPO_RS05515",1
"SPO1088",0.6182,"betA","choline dehydrogenase","SPO_RS05520",1
"SPO1089",0.546,"SPO1089","hypothetical protein","SPO_RS05525",1
"SPO1090",1.021,"SPO1090","DNA-binding protein, putative","SPO_RS05530",1
"SPO1091",0.4372,"SPO1091","YCII-related domain protein","SPO_RS05535",1
"SPO1092",0.1488,"SPO1092","transcriptional regulator, LysR family","SPO_RS05540",0.91598407960199
"SPO1093",0.7744,"SPO1093","drug resistance transporter, Bcr/CflA family","SPO_RS05545",1
"SPO1094",1.0254,"pccB","propionyl-CoA carboxylase, beta subunit","SPO_RS05550",1
"SPO1094a",0,"SPO1094a","hypothetical protein","SPO_RS05555",0
"SPO1095",0.7136,"SPO1095","hypothetical protein","SPO_RS22440",1
"SPO1097",0.027,"SPO1097","hypothetical protein","SPO_RS05570",0.367871698113208
"SPO1098",0.0916,"SPO1098","hypothetical protein","SPO_RS05575",0.801662411347518
"SPO1101",0.8256,"pccA","propionyl-CoA carboxylase, alpha subunit","SPO_RS05585",1
"SPO1102",0.8632,"SPO1102","lipoprotein, putative","SPO_RS05590",1
"SPO1103",0.828,"SPO1103","hypothetical protein","",1
"SPO1104",0.3342,"SPO1104","hypothetical protein","SPO_RS05600",1
"SPO1106",0.3782,"SPO1106","hypothetical protein","SPO_RS05610",1
"SPO1107",0.49,"SPO1107","phosphinothricin N-acetyltransferase, putative","SPO_RS05615",1
"SPO1108",0.9962,"SPO1108","DnaJ-like protein DjlA, putative","SPO_RS05620",1
"SPO1109",0.5434,"SPO1109","endonuclease/exonuclease/phosphatase family protein","SPO_RS05625",1
"SPO1110",0.1054,"SPO1110","transcriptional regulator, LysR family","SPO_RS05635",0.863558512720157
"SPO1111",0.5478,"SPO1111","hypothetical protein","SPO_RS05640",1
"SPO1112",1.005,"SPO1112","TRAP transporter, periplasmic protein","SPO_RS05645",1
"SPO1113",1.0072,"SPO1113","TRAP transporter, transmembrane protein, putative","SPO_RS05650",1
"SPO1114",0.8638,"SPO1114","TRAP dicarboxylate transporter, DctM subunit","SPO_RS05655",1
"SPO1115",0.8372,"SPO1115","hypothetical protein","SPO_RS05660",1
"SPO1116",0.4308,"SPO1116","hypothetical protein","SPO_RS05665",1
"SPO1117",0.8118,"SPO1117","phosphatase, Ppx/GppA family","SPO_RS05670",1
"SPO1119",0,"SPO1119","membrane protein","SPO_RS05680",0
"SPO1120",0.1152,"SPO1120","hypothetical protein","SPO_RS05685",0.863558512720157
"SPO1122",0.1168,"SPO1122","hypothetical protein","SPO_RS05695",0.863558512720157
"SPO1125",1.0072,"SPO1125","hypothetical protein","SPO_RS05710",1
"SPO1126",0.1488,"SPO1126","cytochrome c family protein","SPO_RS05715",0.91598407960199
"SPO1127",0.696,"SPO1127","cytochrome c family protein","SPO_RS05720",1
"SPO1128",1.017,"SPO1128","hypothetical protein","SPO_RS05725",1
"SPO1129",0.988,"SPO1129","hypothetical protein","SPO_RS05730",1
"SPO1130",0.3214,"SPO1130","thioesterase family protein","SPO_RS05735",1
"SPO1131",1.0108,"SPO1131","glycine betaine/proline ABC transporter, periplasmic substrate-binding protein","SPO_RS05740",1
"SPO1132",0.9004,"SPO1132","glycine betaine/proline ABC transporter, ATP-binding protein","SPO_RS05745",1
"SPO1133",0.6238,"SPO1133","glycine betaine/proline ABC transporter, permease protein","SPO_RS05750",1
"SPO1134",0.9082,"SPO1134","NnrU family protein","SPO_RS05755",1
"SPO1135",0.051,"SPO1135","hypothetical protein","SPO_RS05760",0.568680722891566
"SPO1136",1.0224,"atf","Diaminobutyric acid transaminase","SPO_RS05765",1
"SPO1137",1.0618,"ssd","Aspartate-semialdehyde dehydrogenase","SPO_RS05770",1
"SPO1138",0.1108,"asnC","asnC transcriptional regulator","SPO_RS05775",0.863558512720157
"SPO1139",0.371,"eutE","ectoine utilization protein EutE","SPO_RS05780",1
"SPO1140",0.6862,"eutD","Ectoine hydrolase","SPO_RS05785",1
"SPO1141",0.5502,"eutC","ornithine cyclodeaminase/mu-crystallin family protein","SPO_RS05790",1
"SPO1142",1.038,"eutB","ectoine utilization protein EutB","SPO_RS05795",1
"SPO1143",0.1108,"eutA","Ectoine utilization protein EutA","SPO_RS05800",0.863558512720157
"SPO1144",0.9282,"SPO1144","universal stress protein family protein","SPO_RS05805",1
"SPO1145",0.46,"uehC","Ectoine/5-hydroxyectoine TRAP transporter, periplasmic binding protein","SPO_RS05810",1
"SPO1146",0.085,"uehB","Ectoine/5-hydroxyectoine TRAP transporter, small integral membrane protein","SPO_RS05815",0.788454807692308
"SPO1147",0.4908,"uehA","Ectoine/5-hydroxyectoine TRAP transporter, large integral membrane protein","SPO_RS05820",1
"SPO1148",0.9834,"enuR","Ectoine/5-hydroxyectoine transcriptional regulator","SPO_RS05825",1
"SPO1150",0.3434,"SPO1150","RNA methyltransferase, TrmH family, group 3","SPO_RS05830",1
"SPO1151",0.8662,"SPO1151","hypothetical protein","SPO_RS05835",1
"SPO1152",0.2052,"SPO1152","twin-arginine translocation pathway signal sequence domain protein, putative","SPO_RS05840",1
"SPO1153",0.9848,"SPO1153","CoA-binding domain protein","SPO_RS05845",1
"SPO1154",0.9886,"SPO1154","lipoprotein, putative","SPO_RS05850",1
"SPO1155",0,"hisE","Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)","SPO_RS05855",0
"SPO1156",NA,"hisF","imidazole glycerol phosphate synthase, cyclase subunit","SPO_RS05860",NA
"SPO1159",0.8346,"SPO1159","hypothetical protein","SPO_RS05875",1
"SPO1160",0.9786,"SPO1160","hypothetical protein","SPO_RS05880",1
"SPO1161",0.3682,"SPO1161","transcriptional regulator, AraC family","SPO_RS05885",1
"SPO1164",0.8086,"SPO1164","hypothetical protein","SPO_RS05900",1
"SPO1165",0.8114,"SPO1165","hypothetical protein","SPO_RS05905",1
"SPO1166",0.9938,"SPO1166","aminotransferase, class III family","SPO_RS05910",1
"SPO1168",0.8708,"SPO1168","hypothetical protein","SPO_RS05920",1
"SPO1171",0,"pyc","pyruvate carboxylase","SPO_RS05935",0
"SPO1172",0,"SPO1172","FMN-dependent alpha-hydroxy acid dehydrogenase family protein","SPO_RS05940",0
"SPO1173",0.3232,"SPO1173","diguanylate cyclase, putative","SPO_RS05945",1
"SPO1174",0.9826,"SPO1174","DNA helicase II, putative","SPO_RS05950",1
"SPO1175",1.05,"SPO1175","hypothetical protein","SPO_RS05955",1
"SPO1176",0.0298,"SPO1176","Ser/Thr protein phosphatase family protein","SPO_RS05960",0.367871698113208
"SPO1181",0.8588,"SPO1181","penicillin-binding protein","SPO_RS05985",1
"SPO1185",1.5688,"SPO1185","hypothetical protein","SPO_RS06005",1
"SPO1186",0.0854,"SPO1186","TPR domain protein","SPO_RS06010",0.788454807692308
"SPO1188",0.7826,"SPO1188","putative protein TIGR00275","SPO_RS06020",1
"SPO1189",0,"SPO1189","hypothetical protein","SPO_RS06025",0
"SPO1190",0.7504,"SPO1190","transcriptional regulator family protein","SPO_RS06030",1
"SPO1191",0.68,"gst","glutathione S-transferase","SPO_RS06035",1
"SPO1192",0.9656,"SPO1192","hypothetical protein","SPO_RS06040",1
"SPO1194",1.4208,"SPO1194","cell division protein FtsW","SPO_RS06050",1
"SPO1197",0.1174,"SPO1197","amino acid permease","SPO_RS06065",0.863558512720157
"SPO1199",0.6518,"SPO1199","hypothetical protein","SPO_RS06085",1
"SPO1204",0.4698,"ftsZ","cell division protein FtsZ","SPO_RS06110",1
"SPO1205",NA,"lpxC","UDP-3-0-acyl N-acetylglucosamine deacetylase","SPO_RS06115",NA
"SPO1206",0.3798,"SPO1206","competence lipoprotein ComL, putative","SPO_RS06120",1
"SPO1207",0.436,"recN","DNA repair protein RecN","SPO_RS06125",1
"SPO1208",0.3166,"SPO1208","voltage-gated chloride channel family protein","SPO_RS06130",1
"SPO1209",0.845,"SPO1209","MlrC domain protein","SPO_RS06135",1
"SPO1210",0.981,"SPO1210","oligopeptide ABC transporter, periplasmic oligopeptide-binding protein","SPO_RS06140",1
"SPO1211",0,"SPO1211","oligopeptide ABC transporter, permease protein","SPO_RS06145",0
"SPO1212",0.99,"SPO1212","oligopeptide ABC transporter, permease protein","SPO_RS06150",1
"SPO1213",0,"SPO1213","oligopeptide ABC transporter, ATP-binding protein","SPO_RS06155",0
"SPO1214",0.9408,"SPO1214","hippurate hydrolase","SPO_RS06160",1
"SPO1215",0.5588,"SPO1215","peptidase, M20/M25/M40 family","SPO_RS06165",1
"SPO1216",0.2344,"SPO1216","hypothetical protein","SPO_RS06170",1
"SPO1217",0.344,"SPO1217","DNA-binding protein, putative","SPO_RS06175",1
"SPO1218",0.461,"SPO1218","site-specific recombinase, phage integrase family","SPO_RS06190",1
"SPO1219",0,"SPO1219","site-specific recombinase, phage integrase family","SPO_RS06195",0
"SPO1220",0.3782,"SPO1220","hypothetical protein","SPO_RS06200",1
"SPO1221",1.2538,"SPO1221","hypothetical protein","SPO_RS22805",1
"SPO1222",0.5332,"SPO1222","site-specific recombinase, resolvase family","SPO_RS06210",1
"SPO1223",0.5366,"SPO1223","hypothetical protein","SPO_RS06215",1
"SPO1224",0.9874,"SPO1224","hypothetical protein","SPO_RS06220",1
"SPO1225",0.3484,"SPO1225","hypothetical protein","",1
"SPO1226",0.755,"SPO1226","lipoprotein, putative","SPO_RS22815",1
"SPO1226a",0.2858,"SPO1226a","hypothetical protein","SPO_RS22820",1
"SPO1227",0.6848,"SPO1227","hypothetical protein","SPO_RS06235",1
"SPO1228",0.6628,"SPO1228","hypothetical protein","SPO_RS06240",1
"SPO1229",0.8258,"SPO1229","hypothetical protein","SPO_RS06250",1
"SPO1230",0.3964,"SPO1230","hypothetical protein","SPO_RS22145",1
"SPO1231",0.2816,"SPO1231","hypothetical protein","SPO_RS06260",1
"SPO1232",0.6364,"SPO1232","DNA-binding protein, H-NS family","SPO_RS06265",1
"SPO1233",0.138,"SPO1233","hypothetical protein","SPO_RS06270",0.91598407960199
"SPO1234",0.9946,"SPO1234","hypothetical protein","SPO_RS06275",1
"SPO1235",1.0048,"SPO1235","hypothetical protein","SPO_RS06285",1
"SPO1236",0.1696,"SPO1236","hypothetical protein","SPO_RS06290",0.985265830721003
"SPO1237",0.5564,"SPO1237","hypothetical protein","SPO_RS06295",1
"SPO1240",0.1338,"SPO1240","type I secretion outer membrane protein, TolC family","SPO_RS06315",0.91598407960199
"SPO1241",1.0092,"SPO1241","hypothetical protein","SPO_RS06320",1
"SPO1243",0.9972,"SPO1243","hypothetical protein","",1
"SPO1244",0.805,"efp","translation elongation factor P","SPO_RS06335",1
"SPO1245",0,"SPO1245","ABC transporter, permease protein","SPO_RS06340",0
"SPO1246",0.629,"SPO1246","aminomethyl transferase family protein","SPO_RS06345",1
"SPO1247",0.6642,"SPO1247","glycosyl transferase, group 2 family protein","SPO_RS06350",1
"SPO1249",0,"SPO1249","paraquat-inducible protein, putative","SPO_RS06365",0
"SPO1250",0.9952,"SPO1250","lipoprotein, putative","SPO_RS06370",1
"SPO1251",0.723,"SPO1251","hypothetical protein","SPO_RS06375",1
"SPO1252a",0.0896,"SPO1252a","Transcriptional regulator","SPO_RS22455",0.78976
"SPO1254",0.1188,"SPO1254","hypothetical protein","SPO_RS06390",0.863558512720157
"SPO1255",0.2732,"SPO1255","alkylhydroperoxidase AhpD family core domain protein","SPO_RS06395",1
"SPO1256",0.9096,"ppk2","polyphosphate kinase 2","SPO_RS06400",1
"SPO1257",0.5586,"SPO1257","glutathione S-transferase family protein","SPO_RS06405",1
"SPO1259",0.8722,"SPO1259","hypothetical protein","SPO_RS06415",1
"SPO1260",0.1098,"SPO1260","MATE efflux family protein","SPO_RS06420",0.863558512720157
"SPO1261",1.432,"SPO1261","transcriptional regulator, MarR family","SPO_RS06425",1
"SPO1262",0.4864,"SPO1262","hypothetical protein","SPO_RS06430",1
"SPO1263",0.3798,"SPO1263","hypothetical protein","SPO_RS06435",1
"SPO1264",0.0618,"aspC-2","aspartate aminotransferase","SPO_RS06440",0.616667385444744
"SPO1265",0.058,"SPO1265","DNA-binding protein, putative","SPO_RS06445",0.601702479338843
"SPO1267",1.1492,"SPO1267","transcriptional regulator, MarR family","SPO_RS06455",1
"SPO1268",0.5612,"SPO1268","lipoprotein, putative","SPO_RS06460",1
"SPO1269",NA,"SPO1269","hypothetical protein","SPO_RS06465",NA
"SPO1270",0.7514,"SPO1270","lactoylglutathione lyase, putative","SPO_RS06470",1
"SPO1271",0.9948,"SPO1271","hypothetical protein","SPO_RS06475",1
"SPO1272",1.0144,"SPO1272","hypothetical protein","SPO_RS06480",1
"SPO1274",0.426,"SPO1274","hypothetical protein","",1
"SPO1275",0.392,"SPO1275","cold shock family protein","SPO_RS06495",1
"SPO1276",0.1218,"SPO1276","ArsC family protein","SPO_RS06500",0.87047027027027
"SPO1277",0.9956,"SPO1277","hypothetical protein","SPO_RS06505",1
"SPO1278",1.0204,"SPO1278","hypothetical protein","SPO_RS06510",1
"SPO1279",0.4032,"SPO1279","hypothetical protein","SPO_RS06515",1
"SPO1280",0.5682,"SPO1280","hypothetical protein","SPO_RS06520",1
"SPO1284",0,"SPO1284","transcriptional regulator, ArsR family","SPO_RS06540",0
"SPO1285",0.656,"SPO1285","hypothetical protein","SPO_RS06545",1
"SPO1286",0.4644,"SPO1286","hypothetical protein","SPO_RS06550",1
"SPO1287",0.4804,"SPO1287","glyoxalase family protein","SPO_RS06555",1
"SPO1288",0.8594,"SPO1288","hypothetical protein","SPO_RS06560",1
"SPO1289",1.0042,"SPO1289","hydrolase, alpha/beta fold family","SPO_RS06565",1
"SPO1290",0.9994,"SPO1290","hypothetical protein","SPO_RS06570",1
"SPO1291",0.9892,"phaZ","polyhydroxyalkanoate depolymerase, intracellular","SPO_RS06575",1
"SPO1292",0.5748,"phaC","poly(3-hydroxyalkanoate) polymerase","SPO_RS06580",1
"SPO1293",0.085,"phaP","phasin, PhaP","SPO_RS06585",0.788454807692308
"SPO1294",0.0304,"SPO1294","polyhydroxyalkanoate synthesis repressor PhaR","SPO_RS06590",0.367871698113208
"SPO1295",0.9956,"SPO1295","aminotransferase, DegT/DnrJ/EryC1/StrS family","SPO_RS06595",1
"SPO1298",1.0826,"SPO1298","oxidoreductase, aldo/keto reductase family protein","SPO_RS06610",1
"SPO1299",0.8002,"SPO1299","transcriptional regulator, LysR family","SPO_RS22460",1
"SPO1300",0.9888,"SPO1300","glutamine synthetase family protein","SPO_RS06625",1
"SPO1301",0.5478,"SPO1301","glutamine amidotransferase, class I","SPO_RS06630",1
"SPO1302",0.5718,"SPO1302","glutamine synthetase family protein","SPO_RS06635",1
