mean,lwrCL,uprCL,spo,naCount
1.003,0.944,1.065,SPO0742,0
0.8,0.714,0.866,SPO0743,0
0.97,0.946,1.002,SPO0744,0
0.953,0.939,0.969,SPO0745,0
0.968,0.914,1.035,SPO0746,0
0.977,0.913,1.04,SPO0747,0
0.948,0.812,1.109,SPO0748,0
0.956,0.907,0.995,SPO0749,0
1.017,0.923,1.115,SPO0750,0
1.003,0.939,1.049,SPO0751,0
1.047,0.919,1.177,SPO0752,0
1.002,0.945,1.055,SPO0753,0
1.064,1.032,1.095,SPO0754,0
1.049,1.018,1.08,SPO0755,0
1.073,0.959,1.195,SPO0756,0
1.07,1.044,1.095,SPO0757,0
1.103,1.079,1.131,SPO0758,0
0.972,0.902,1.052,SPO0759,0
0.815,0.695,0.935,SPO0760,0
0.937,0.851,1.029,SPO0761,0
1.046,0.848,1.23,SPO0762,29
1.047,0.989,1.107,SPO0763,0
0.898,0.845,0.961,SPO0764,0
0.947,0.889,1.012,SPO0765,0
0.883,0.689,1.077,SPO0766,0
0.732,0.166,1.103,SPO0767,43
0.882,0.677,1.05,SPO0768,0
1.012,0.952,1.076,SPO0769,0
0.825,0.425,1.064,SPO0770,33
0.954,0.88,1.021,SPO0771,0
1.035,0.963,1.11,SPO0772,0
1.1,1.001,1.232,SPO0773,0
0.958,0.899,1.021,SPO0774,0
1.011,0.942,1.087,SPO0775,0
1.018,0.86,1.173,SPO0776,0
0.62,0.201,0.991,SPO0777,0
0.845,0.748,0.959,SPO0778,0
0,0,0,SPO0779,0
0.962,0.87,1.048,SPO0780,0
1.535,1.323,1.7,SPO0781,4328
0.88,0.77,0.981,SPO0782,0
0.798,0.729,0.866,SPO0783,0
0.997,0.836,1.155,SPO0784,0
0.662,0.22,1.014,SPO0785,0
1.011,0.939,1.082,SPO0786,0
0.868,0.745,0.987,SPO0787,0
0.834,0.79,0.892,SPO0788,0
1.109,0.95,1.271,SPO0789,0
1.056,0.873,1.225,SPO0790,0
1.073,1.037,1.112,SPO0791,0
1.025,0.93,1.113,SPO0792,0
0.929,0.846,0.999,SPO0793,0
0.857,0.768,0.955,SPO0794,0
1.036,0.854,1.22,SPO0795,0
0.94,0.835,1.052,SPO0796,0
0.975,0.914,1.034,SPO0797,0
0.941,0.875,1.013,SPO0798,0
0.698,0.219,1.164,SPO0799,0
0.785,0.699,0.873,SPO0800,0
0.98,0.928,1.034,SPO0801,0
0.969,0.969,0.969,SPO0802,7702
0.891,0.555,1.389,SPO0803,370
NA,NA,NA,SPO0804,10000
0.924,0.924,0.924,SPO0805,7698
0,0,0,SPO0806,628
0.87,0.719,1.025,SPO0807,0
0.275,0,0.565,SPO0808,0
1.021,0.932,1.138,SPO0809,0
1.031,1,1.06,SPO0810,0
1.093,0,1.86,SPO0811,364
0,0,0,SPO0812,3152
0.909,0.858,0.963,SPO0813,0
0.985,0.878,1.101,SPO0814,0
NA,NA,NA,SPO0815,10000
0.933,0.798,1.06,SPO0816,0
0.71,0.221,1.044,SPO0817,0
0.914,0.848,0.988,SPO0818,0
0.908,0.696,1.083,SPO0819,0
1.016,0.951,1.08,SPO0820,0
1.001,0.946,1.058,SPO0821,0
0.994,0.921,1.07,SPO0822,0
0.978,0.834,1.098,SPO0823,0
0.99,0.907,1.073,SPO0824,0
0.935,0.81,1.068,SPO0825,0
0.963,0.898,1.027,SPO0826,0
0.969,0.883,1.058,SPO0827,0
0.93,0.777,1.072,SPO0828,0
0.961,0.896,1.023,SPO0829,0
0.977,0.905,1.073,SPO0830,0
0.961,0.839,1.123,SPO0831,0
0.993,0.945,1.042,SPO0832,0
1.076,1.052,1.101,SPO0833,0
0.993,0.961,1.023,SPO0834,0
1.095,1.063,1.126,SPO0835,0
1.078,1.028,1.132,SPO0836,0
0.853,0.763,0.949,SPO0837,0
NA,NA,NA,SPO0838,10000
1.003,0.898,1.09,SPO0839,0
0.966,0.915,1.007,SPO0840,0
1.011,0.956,1.059,SPO0841,0
1.009,0.933,1.078,SPO0842,0
NA,NA,NA,SPO0843,10000
1,0.951,1.064,SPO0844,0
0.953,0.902,1.004,SPO0845,0
NA,NA,NA,SPO0846,10000
0.941,0.898,0.976,SPO0847,0
1,0.894,1.102,SPO0848,0
0.946,0.905,0.991,SPO0849,0
1.053,0.893,1.212,SPO0850,0
0.559,0.117,1.007,SPO0851,0
0.925,0.79,1.036,SPO0852,0
1.057,0.92,1.195,SPO0853,0
0.837,0.544,1.125,SPO0854,0
1.033,0.943,1.128,SPO0855,0
1.017,0.969,1.053,SPO0856,0
0.973,0.882,1.05,SPO0857,0
1.056,0.978,1.147,SPO0858,0
1.143,1.036,1.333,SPO0859,0
0.668,0.216,1.037,SPO0860,0
1.046,0.945,1.149,SPO0861,0
0.849,0.797,0.896,SPO0862,0
1.028,0.826,1.267,SPO0863,0
1.08,0.994,1.169,SPO0864,0
1.067,0.942,1.195,SPO0865,0
0.879,0.581,1.118,SPO0866,0
0.996,0.92,1.058,SPO0867,0
0.96,0.878,1.027,SPO0868,0
0.86,0.821,0.9,SPO0869,0
0.994,0.898,1.105,SPO0870,0
NA,NA,NA,SPO0871,10000
0.969,0.925,1.021,SPO0872,0
0.85,0.618,1.002,SPO0873,0
1.01,0.915,1.117,SPO0874,0
0.633,0.563,0.692,SPO0875,0
NA,NA,NA,SPO0876,10000
0.96,0.839,1.084,SPO0876a,0
0.974,0.893,1.046,SPO0877,0
1.06,0.979,1.137,SPO0878,0
0.873,0.796,0.94,SPO0879,0
1.026,0.933,1.118,SPO0880,0
0.954,0.913,0.999,SPO0881,0
0.983,0.911,1.056,SPO0882,0
0.998,0.947,1.055,SPO0883,0
1.027,0.962,1.113,SPO0884,0
1.107,0.948,1.287,SPO0885,0
0.674,0,1.265,SPO0887,628
1.017,0.949,1.084,SPO0888,0
1.001,0.92,1.1,SPO0889,0
0.849,0.318,1.244,SPO0890,1
1.071,1.022,1.122,SPO0891,0
0.191,0.104,0.285,SPO0892,0
0.129,0,0.274,SPO0893,636
1.102,1.027,1.177,SPO0894,0
0.92,0.831,0.992,SPO0895,0
1.038,0.996,1.078,SPO0897,0
1.08,1.046,1.109,SPO0898,0
1.027,0.976,1.066,SPO0899,0
0.141,0,0.288,SPO0900,0
1.013,0.956,1.089,SPO0901,0
0.922,0.782,1.077,SPO0902,0
0,0,0,SPO0903,638
0.592,0.488,0.672,SPO0904,0
0.997,0.94,1.05,SPO0905,0
1.052,0.987,1.117,SPO0906,0
0.204,0,0.818,SPO0907,3151
1.089,1.069,1.109,SPO0910,0
0.38,0.308,0.455,SPO0911,0
0.457,0,0.92,SPO0912,0
1.048,1.019,1.081,SPO0913,0
1.11,1.006,1.225,SPO0914,0
1.013,0.962,1.066,SPO0915,0
0.862,0.762,0.943,SPO0916,0
0.942,0.834,1.046,SPO0917,0
1.01,0.952,1.05,SPO0918,0
1.218,1.077,1.375,SPO0919,0
0.923,0.819,1.037,SPO0920,0
0.982,0.938,1.024,SPO0921,0
1.061,0.933,1.184,SPO0922,0
0.998,0.862,1.088,SPO0923,4424
NA,NA,NA,SPO0924,10000
1.017,0.864,1.17,SPO0925,0
NA,NA,NA,SPO0926,10000
0.997,0.906,1.082,SPO0927,0
1.044,0.93,1.143,SPO0928,0
1.214,1.063,1.398,SPO0929,0
1.005,0.858,1.144,SPO0930,0
1.025,0,1.926,SPO0931,960
0.163,0,0.493,SPO0932,0
0.904,0.7,1.081,SPO0933,0
1.076,0.978,1.179,SPO0934,0
1.099,1.047,1.15,SPO0935,0
0.988,0.529,1.34,SPO0936,109
0.984,0.876,1.083,SPO0937,0
1.08,1.008,1.164,SPO0939,0
0.917,0,1.248,SPO0940,110
1.046,0.385,1.503,SPO0941,0
1.073,1.023,1.125,SPO0942,0
0.487,0.145,0.873,SPO0943,0
1.034,0.986,1.079,SPO0944,0
1.103,1.068,1.144,SPO0945,0
0.737,0.688,0.786,SPO0946,0
NA,NA,NA,SPO0947,10000
0.932,0.816,1.047,SPO0948,0
0.997,0.953,1.045,SPO0949,0
0.808,0.496,1.031,SPO0950,0
1.099,0.989,1.215,SPO0951,0
0.967,0.829,1.104,SPO0952,0
1.035,0.988,1.082,SPO0953,0
0.7,0.229,1.071,SPO0954,0
1.065,1.03,1.11,SPO0955,0
NA,NA,NA,SPO0956,10000
1.1,0.983,1.217,SPO0957,0
0.922,0.848,0.987,SPO0958,0
1.018,0.94,1.101,SPO0959,0
1.288,0.959,1.808,SPO0960,0
0.901,0.901,0.901,SPO0961,7727
0.058,0,0.198,SPO0962,36
NA,NA,NA,SPO0963,10000
0.901,0.811,0.964,SPO0964,0
1.013,0.866,1.18,SPO0965,0
1.004,0.89,1.113,SPO0966,0
0.997,0.964,1.027,SPO0967,0
1.059,0.969,1.115,SPO0968,0
0.966,0.892,1.046,SPO0970,0
0.955,0.908,1.006,SPO0971,0
1.008,0.908,1.126,SPO0972,0
0.687,0,0.996,SPO0973,32
0.909,0.863,0.954,SPO0974,0
1.04,0.887,1.22,SPO0975,0
1.142,0.98,1.306,SPO0976,0
1.079,1.006,1.167,SPO0977,0
0.976,0.901,1.067,SPO0978,0
NA,NA,NA,SPO0979,10000
1.099,1.012,1.185,SPO0980,0
0.923,0.85,1.027,SPO0981,0
1.041,0.857,1.206,SPO0982,0
0.815,0.754,0.877,SPO0983,0
0.954,0.882,1.019,SPO0984,0
0.829,0.755,0.922,SPO0985,0
1.025,0.956,1.098,SPO0986,0
0.762,0.668,0.878,SPO0987,0
0.877,0.739,1.005,SPO0988,0
1.028,0.96,1.091,SPO0989,0
1.013,0.951,1.067,SPO0990,0
0.985,0.826,1.123,SPO0991,0
1.124,0.942,1.287,SPO0992,0
0.963,0.886,1.039,SPO0993,0
NA,NA,NA,SPO0994,10000
1.223,1.051,1.394,SPO0995,0
0.977,0.902,1.06,SPO0996,0
0.954,0.898,1.007,SPO0997,0
0.934,0.906,0.966,SPO0998,0
1.015,0.945,1.078,SPO0999,0
0.909,0.802,1.012,SPO1000,0
0.808,0.743,0.897,SPO1001,0
0.981,0.916,1.044,SPO1002,0
0,0,0,SPO1003,0
0,0,0,SPO1004,0
0.961,0.922,0.997,SPO1005,0
0.948,0.896,1.003,SPO1006,0
1.162,1.121,1.227,SPO1007,0
1.22,1.132,1.317,SPO1008,0
0.94,0.879,1.007,SPO1009,0
NA,NA,NA,SPO1010,10000
NA,NA,NA,SPO1011,10000
1.049,0.949,1.15,SPO1012,0
0.978,0.803,1.169,SPO1013,0
1,0.905,1.086,SPO1014,0
0.985,0.762,1.204,SPO1015,0
0.966,0.921,1.025,SPO1016,0
1.013,0.744,1.254,SPO1017,0
1.014,0.886,1.139,SPO1018,0
1.049,0.831,1.326,SPO1019,969
0.962,0.834,1.093,SPO1020,0
0.926,0.88,0.953,SPO1021,0
1.056,0.954,1.149,SPO1022,0
0.85,0.735,0.98,SPO1024,0
0.912,0.847,0.981,SPO1025,0
1.074,1.024,1.128,SPO1026,0
1.035,0.974,1.101,SPO1027,0
1.083,0.979,1.195,SPO1028,0
1,0.932,1.07,SPO1029,0
0.949,0.892,1.004,SPO1030,0
1.047,0.929,1.151,SPO1031,0
0.825,0.314,1.187,SPO1032,0
0.063,0,0.281,SPO1033,646
1.029,1,1.058,SPO1034,0
0.951,0.915,0.989,SPO1036,0
0.966,0.947,0.986,SPO1037,0
1.021,0.431,1.302,SPO1038,3
0.951,0.878,1.022,SPO1039,0
1.08,0.945,1.209,SPO1040,0
0.822,0.619,1.027,SPO1041,0
0.84,0.748,0.929,SPO1042,0
0.919,0.763,1.071,SPO1043,0
0.932,0.836,1.026,SPO1044,0
0.917,0.838,0.992,SPO1044a,0
1.015,0.998,1.032,SPO1045,0
1.005,0.988,1.02,SPO1046,0
0.986,0.96,1.009,SPO1047,0
0.971,0.931,1.007,SPO1048,0
1.094,1.094,1.094,SPO1049,7753
0.949,0.868,1.034,SPO1050,0
0.876,0.746,1.016,SPO1051,0
0.936,0.876,0.989,SPO1052,0
1.04,0.989,1.086,SPO1053,0
0.555,0.101,1.003,SPO1054,0
0.987,0.87,1.08,SPO1055,0
0.969,0.906,1.043,SPO1056,0
0.937,0.827,1.027,SPO1057,0
0.996,0.936,1.06,SPO1058,0
0.978,0.924,1.039,SPO1059,0
0.971,0.92,1.017,SPO1060,0
0.965,0.913,1.019,SPO1061,0
0.907,0.84,0.968,SPO1062,0
1.001,0.916,1.088,SPO1063,0
0.983,0.867,1.098,SPO1064,0
0.905,0.84,0.968,SPO1065,0
1.051,0.995,1.115,SPO1066,0
1.013,0.943,1.091,SPO1067,0
0.997,0.847,1.131,SPO1068,0
0.966,0.84,1.09,SPO1069,0
0.977,0.947,1.01,SPO1070,0
0.995,0.928,1.061,SPO1071,0
1.009,0.825,1.226,SPO1072,0
1.093,0.998,1.236,SPO1073,0
0.852,0.646,1.066,SPO1074,0
1.047,0.999,1.095,SPO1075,3200
0.993,0.916,1.068,SPO1076,0
1.075,1.01,1.141,SPO1077,0
0.811,0.561,1.032,SPO1078,0
0.843,0.239,1.362,SPO1079,0
1.104,0.95,1.279,SPO1080,0
1.035,0.955,1.105,SPO1081,0
1.126,0.602,1.703,SPO1082,15
1.03,0.982,1.087,SPO1083,0
0.973,0.687,1.451,SPO1084,10
0.93,0.852,1.017,SPO1085,0
0.885,0.617,1.072,SPO1086,0
0.961,0.896,1.028,SPO1087,0
0.984,0.925,1.043,SPO1088,0
1.029,0.917,1.133,SPO1089,0
1.006,0.951,1.058,SPO1090,0
0.7,0,1.211,SPO1091,172
1.029,0.984,1.074,SPO1092,0
0.963,0.883,1.061,SPO1093,0
0.148,0,0.454,SPO1094,0
1.065,1.031,1.099,SPO1094a,0
0.994,0.933,1.06,SPO1095,0
NA,NA,NA,SPO1096,10000
0.402,0.125,0.663,SPO1097,0
0.766,0.664,0.874,SPO1098,0
NA,NA,NA,SPO1099,10000
0.193,0,0.49,SPO1101,0
0.249,0,0.997,SPO1102,3055
0.987,0.924,1.062,SPO1103,0
1.051,0.932,1.18,SPO1104,0
NA,NA,NA,SPO1105,10000
1.064,0.916,1.192,SPO1106,0
0.985,0.925,1.054,SPO1107,0
0.998,0.897,1.094,SPO1108,0
0.91,0.874,0.947,SPO1109,0
1.047,0.943,1.139,SPO1110,0
0.987,0.732,1.269,SPO1111,0
0.959,0.876,1.047,SPO1112,0
0.993,0.946,1.039,SPO1113,0
1.002,0.936,1.074,SPO1114,0
1.028,0.988,1.068,SPO1115,0
1.012,0.994,1.028,SPO1116,0
0.5,0.406,0.593,SPO1117,0
NA,NA,NA,SPO1118,10000
1.073,1.032,1.11,SPO1119,0
0.668,0.473,0.853,SPO1120,0
0.929,0.929,0.929,SPO1121,7704
0.89,0.746,1.046,SPO1122,0
NA,NA,NA,SPO1123,10000
NA,NA,NA,SPO1124,10000
0.853,0.296,1.259,SPO1125,0
1.08,1.002,1.157,SPO1126,0
0.978,0.829,1.099,SPO1127,0
1.103,1.038,1.175,SPO1128,0
1.008,0.946,1.074,SPO1129,0
1.17,0.927,1.404,SPO1130,0
1.07,1.02,1.124,SPO1131,0
0.971,0.887,1.047,SPO1132,0
0.897,0.799,0.998,SPO1133,0
1.012,0.846,1.189,SPO1134,0
1.104,1.066,1.146,SPO1135,0
0.944,0.874,1.006,SPO1136,0
0.88,0.783,0.954,SPO1137,0
0.761,0.557,0.942,SPO1138,0
1.008,0.941,1.075,SPO1139,0
0.912,0.761,1.031,SPO1140,0
1.038,0.757,1.27,SPO1141,0
0.916,0.879,0.959,SPO1142,0
0.828,0.738,0.916,SPO1143,0
0.936,0.801,1.085,SPO1144,0
0.974,0.877,1.069,SPO1145,0
0.899,0.858,0.958,SPO1146,0
0.899,0.833,0.972,SPO1147,0
1.004,0.89,1.097,SPO1148,0
1.176,1.006,1.361,SPO1150,0
0.996,0,1.55,SPO1151,1502
1.091,1.044,1.135,SPO1152,0
1.016,0.858,1.16,SPO1153,0
1.026,0.943,1.107,SPO1154,0
0.062,0,0.186,SPO1155,0
NA,NA,NA,SPO1156,10000
NA,NA,NA,SPO1157,10000
1.709,1.559,1.857,SPO1158,5808
0.896,0.724,1.067,SPO1159,0
0.947,0.835,1.029,SPO1160,0
0.976,0.915,1.034,SPO1161,0
NA,NA,NA,SPO1162,10000
NA,NA,NA,SPO1163,10000
1.049,0.782,1.303,SPO1164,0
0.956,0.759,1.12,SPO1165,0
1.019,0.948,1.098,SPO1166,0
0.762,0,1.301,SPO1168,38
1.065,1.039,1.089,SPO1171,0
1.179,1.087,1.269,SPO1172,0
1.075,0.947,1.211,SPO1173,0
0.973,0.9,1.052,SPO1174,0
0.977,0.887,1.079,SPO1175,0
0.995,0.934,1.047,SPO1176,0
NA,NA,NA,SPO1177,10000
NA,NA,NA,SPO1178,10000
NA,NA,NA,SPO1179,10000
NA,NA,NA,SPO1180,10000
1.114,0.938,1.312,SPO1181,2203
NA,NA,NA,SPO1182,10000
NA,NA,NA,SPO1183,10000
NA,NA,NA,SPO1184,10000
1.015,1.005,1.026,SPO1185,0
0.799,0.767,0.829,SPO1186,0
NA,NA,NA,SPO1187,10000
0.991,0.905,1.078,SPO1188,0
1.015,0.922,1.106,SPO1189,0
0.878,0.701,1.025,SPO1190,33
0.858,0.396,1.228,SPO1191,47
0.548,0,1.215,SPO1192,181
NA,NA,NA,SPO1193,10000
0.713,0.713,0.713,SPO1194,7680
NA,NA,NA,SPO1195,10000
NA,NA,NA,SPO1196,10000
1.083,0.982,1.197,SPO1197,0
NA,NA,NA,SPO1198,10000
0.879,0.591,1.26,SPO1199,13
NA,NA,NA,SPO1200,10000
NA,NA,NA,SPO1201,10000
NA,NA,NA,SPO1202,10000
NA,NA,NA,SPO1203,10000
0.982,0.9,1.099,SPO1204,0
1.108,1.108,1.108,SPO1205,7655
0.718,0.482,0.896,SPO1206,0
1.053,0.934,1.181,SPO1207,0
1.118,0.755,1.544,SPO1208,214
1.034,0.976,1.084,SPO1209,0
1.055,1.01,1.102,SPO1210,0
1.074,0.982,1.159,SPO1211,0
1.027,0.993,1.059,SPO1212,0
0.981,0.951,1.011,SPO1213,0
0.978,0.937,1.013,SPO1214,0
0.963,0.855,1.053,SPO1215,0
0.843,0.771,0.914,SPO1216,0
0.889,0.827,0.951,SPO1217,0
0.936,0.914,0.96,SPO1218,0
1.056,1.045,1.067,SPO1219,0
0.938,0.917,0.959,SPO1220,0
0.99,0.984,0.998,SPO1221,0
0.916,0.888,0.945,SPO1222,0
0.933,0.843,1.066,SPO1223,0
0.909,0.83,0.992,SPO1224,0
0.743,0.551,0.982,SPO1225,0
0.931,0.908,0.955,SPO1226,0
0.931,0.876,0.978,SPO1226a,0
0.953,0.929,0.978,SPO1227,0
0.91,0.839,0.977,SPO1228,0
0.938,0.89,0.984,SPO1229,0
0.971,0.95,0.996,SPO1230,0
0.896,0.866,0.929,SPO1231,0
0.88,0.813,0.966,SPO1232,0
0.906,0.879,0.928,SPO1233,0
1.011,0.985,1.038,SPO1234,0
0.979,0.971,0.988,SPO1235,0
0.964,0.937,0.997,SPO1236,0
0.943,0.924,0.968,SPO1237,0
NA,NA,NA,SPO1239,10000
0.446,0.251,0.628,SPO1240,0
1.112,1.09,1.135,SPO1241,0
NA,NA,NA,SPO1242,10000
1.043,0.875,1.204,SPO1243,0
1.213,1.033,1.442,SPO1244,0
1.045,0.981,1.111,SPO1245,0
0.557,0.328,0.732,SPO1246,0
0.872,0.771,0.966,SPO1247,0
1.075,1.042,1.11,SPO1249,0
1.212,1.033,1.391,SPO1250,0
0.981,0.883,1.077,SPO1251,0
1.081,0.985,1.171,SPO1252a,0
NA,NA,NA,SPO1253,10000
1.045,0.962,1.135,SPO1254,0
1.112,1.037,1.187,SPO1255,0
0.94,0.832,1.056,SPO1256,0
1.026,0.991,1.066,SPO1257,0
NA,NA,NA,SPO1258,10000
1.004,0.917,1.092,SPO1259,0
1.057,0.98,1.144,SPO1260,0
1.16,1.026,1.362,SPO1261,1585
0.942,0.879,1,SPO1262,0
1.136,0.991,1.262,SPO1263,0
0.893,0.847,0.938,SPO1264,0
0,0,0,SPO1265,587
1.117,1.01,1.386,SPO1267,367
0.99,0.733,1.246,SPO1268,0
0.893,0.892,0.893,SPO1269,5888
0.799,0.563,0.994,SPO1270,38
1.028,0.992,1.068,SPO1271,0
1.042,0.998,1.084,SPO1272,0
0.994,0.965,1.025,SPO1274,0
1.079,0.914,1.237,SPO1275,0
0.583,0,1.32,SPO1276,201
1.042,1.01,1.072,SPO1277,0
1.021,0.893,1.146,SPO1278,0
1.04,0.885,1.184,SPO1279,0
0.97,0.888,1.033,SPO1280,0
NA,NA,NA,SPO1281,10000
NA,NA,NA,SPO1282,10000
NA,NA,NA,SPO1283,10000
1.072,1.047,1.098,SPO1284,0
1.02,0.915,1.122,SPO1285,0
1.019,0.945,1.107,SPO1286,0
0.956,0.753,1.155,SPO1287,0
0.876,0.815,0.936,SPO1288,0
0.988,0.83,1.102,SPO1289,0
1.017,0.924,1.108,SPO1290,0
0.991,0.911,1.077,SPO1291,0
0.188,0,0.732,SPO1292,33
1.045,0.979,1.11,SPO1293,0
1.026,0.972,1.071,SPO1294,0
1.012,0.967,1.048,SPO1295,0
1.018,0.943,1.087,SPO1298,0
0.975,0.877,1.075,SPO1299,0
1.026,1.002,1.052,SPO1300,0
1.024,0.935,1.098,SPO1301,0
0.969,0.923,1.012,SPO1302,0
1.021,0.948,1.092,SPO1303,0
0.949,0.851,1.044,SPO1304,0
0.963,0.931,0.994,SPO1305,0
0.933,0.826,1.047,SPO1306,0
1.105,1.024,1.19,SPO1307,0
1.073,1.013,1.141,SPO1308,0
0.896,0.676,1.13,SPO1309,0
0.958,0.86,1.051,SPO1310,0
0.719,0.484,1.025,SPO1310a,16
1.01,0.932,1.083,SPO1311,0
0.843,0,1.445,SPO1312,39
NA,NA,NA,SPO1313,10000
1.058,1.007,1.11,SPO1314,0
1.067,0.993,1.137,SPO1315,0
1.07,0.922,1.241,SPO1316,0
0,0,0,SPO1318,0
0.858,0.748,0.967,SPO1319,0
0.804,0.68,0.936,SPO1320,0
0.945,0.362,1.33,SPO1321,98
1.076,1.015,1.137,SPO1322,0
0.986,0.92,1.049,SPO1323,0
1.095,0.843,1.393,SPO1324,0
0.753,0.634,0.926,SPO1325,31
NA,NA,NA,SPO1326,10000
0.933,0.87,0.994,SPO1327,0
0.899,0.811,0.966,SPO1328,0
0.34,0.112,0.48,SPO1329,0
0.258,0,0.535,SPO1330,0
0.952,0.913,0.99,SPO1331,0
0.186,0,0.735,SPO1332,3156
0.964,0.881,1.043,SPO1333,0
0.901,0.788,1.053,SPO1334,0
0.739,0.252,1.256,SPO1335,1
NA,NA,NA,SPO1336,10000
0.97,0.91,1.028,SPO1337,0
0.301,0,0.833,SPO1337a,3181
0.553,0,0.94,SPO1339,1494
0.971,0.872,1.075,SPO1340,0
0.428,0.428,0.428,SPO1341,7772
0.849,0.711,0.988,SPO1342,0
0.938,0.883,0.994,SPO1343,0
0.095,0,0.372,SPO1344,3136
0.106,0,0.322,SPO1345,0
1.109,0.94,1.252,SPO1346,366
1.011,0.936,1.088,SPO1347,0
NA,NA,NA,SPO1348,10000
1.152,1.057,1.241,SPO1349,0
0,0,0,SPO1351,0
NA,NA,NA,SPO1352,10000
1.23,1.126,1.335,SPO1352a,0
NA,NA,NA,SPO1353,10000
0.892,0.801,0.972,SPO1354,0
NA,NA,NA,SPO1355,10000
1.117,0.939,1.321,SPO1356,0
0.607,0.508,0.716,SPO1356a,0
1.069,0.869,1.247,SPO1357,0
0.837,0,1.451,SPO1358,1013
0.884,0.823,0.937,SPO1359,0
1.116,1.038,1.204,SPO1360,0
1.086,0.972,1.196,SPO1361,0
NA,NA,NA,SPO1362,10000
NA,NA,NA,SPO1363,10000
NA,NA,NA,SPO1364,10000
0.976,0.841,1.132,SPO1364a,0
1.055,0.991,1.12,SPO1365,0
0.012,0,0.037,SPO1366,0
0,0,0,SPO1367,35
0.526,0.179,0.826,SPO1368,0
0.919,0.864,0.978,SPO1369,0
1.026,0.938,1.097,SPO1370,0
NA,NA,NA,SPO1371,10000
0.993,0.931,1.059,SPO1372,0
0.973,0.934,1.008,SPO1373,0
1.173,1.042,1.292,SPO1374,0
1.121,1.009,1.255,SPO1375,0
1.063,0.961,1.173,SPO1376,0
NA,NA,NA,SPO1377,10000
0.946,0.801,1.122,SPO1379,0
0.934,0.844,1.023,SPO1380,0
0.919,0.288,1.443,SPO1381,49
0.984,0.94,1.028,SPO1382,0
0.619,0.565,0.673,SPO1383,0
0.806,0.582,0.965,SPO1384,0
0.912,0.844,0.997,SPO1385,0
1.544,1.544,1.545,SPO1386,5862
1.103,1.061,1.152,SPO1387,0
0.996,0.887,1.099,SPO1388,0
NA,NA,NA,SPO1389,10000
0,0,0,SPO1390,3117
0.952,0,1.82,SPO1392,1537
0.519,0,0.997,SPO1393,1494
0.953,0.911,1.004,SPO1394,0
0.635,0,1.488,SPO1395,211
0.882,0.737,0.976,SPO1396,0
1.021,0.932,1.12,SPO1397,0
1.01,0.949,1.071,SPO1398,0
0.911,0.792,1.028,SPO1399,0
0.652,0.182,1.108,SPO1400,0
0.733,0.611,0.853,SPO1401,0
NA,NA,NA,SPO1403,10000
1.031,0.964,1.093,SPO1404,0
0.923,0.871,0.971,SPO1405,0
1.057,0.969,1.144,SPO1406,0
0.886,0.776,0.978,SPO1407,0
0.955,0.885,1.045,SPO1408,0
1.214,1.081,1.331,SPO1409,0
1.041,1.005,1.084,SPO1410,0
1.005,0.922,1.1,SPO1411,0
1.053,1.031,1.074,SPO1412,0
1.038,1.026,1.049,SPO1412a,0
1.072,1.033,1.113,SPO1413,0
1.05,0.945,1.155,SPO1414,0
0.411,0,1.084,SPO1415,35
0.699,0,1.002,SPO1416,45
0.874,0.776,0.971,SPO1417,0
0.924,0.829,1.026,SPO1421,0
NA,NA,NA,SPO1422,10000
NA,NA,NA,SPO1423,10000
0.901,0.818,0.984,SPO1424,0
0.462,0,0.858,SPO1425,37
1.05,0.995,1.113,SPO1426,0
1.059,0.975,1.145,SPO1427,0
1.044,0.96,1.158,SPO1429,0
1.003,0.859,1.158,SPO1430,0
0.986,0.914,1.045,SPO1431,0
0.976,0.809,1.122,SPO1432,0
0.806,0.664,0.964,SPO1433,0
NA,NA,NA,SPO1434,10000
0.945,0.843,1.036,SPO1435,0
0.974,0.893,1.053,SPO1436,0
0.896,0.328,1.266,SPO1437,1
0.918,0.734,1.103,SPO1438,0
1.042,0.979,1.102,SPO1439,0
1.058,0.944,1.182,SPO1440,0
1.031,0.937,1.125,SPO1441,0
1.033,0.886,1.188,SPO1442,0
0.708,0.666,0.753,SPO1443,0
0.953,0.836,1.054,SPO1444,0
1.123,0.957,1.29,SPO1445,0
1.176,0.968,1.369,SPO1446,0
0.976,0.903,1.038,SPO1447,0
0.977,0.9,1.065,SPO1448,0
0.944,0.72,1.161,SPO1449,0
0.955,0.872,1.021,SPO1450,0
0.71,0.185,1.17,SPO1451,2
0.996,0.89,1.103,SPO1452,0
1.127,1.033,1.219,SPO1453,0
1.059,0.95,1.169,SPO1454,0
NA,NA,NA,SPO1455,10000
0.986,0.825,1.125,SPO1456,0
0.693,0.226,0.973,SPO1457,0
1.009,0.97,1.045,SPO1459,0
1.053,0.882,1.22,SPO1460,0
0.993,0.922,1.054,SPO1461,0
0.969,0.933,0.999,SPO1462,0
0.748,0.571,1.012,SPO1463,0
1.045,0.782,1.386,SPO1464,0
0.887,0.743,1.042,SPO1465,0
1.278,0.625,1.72,SPO1466,1
NA,NA,NA,SPO1467,10000
0.952,0.803,1.103,SPO1468,0
1.079,0.762,1.409,SPO1469,0
0.862,0.775,0.951,SPO1470,0
0.941,0.772,1.116,SPO1471,0
1.014,0.947,1.091,SPO1472,0
