"spo","pval","gene","funct","NCBI","padj"
"SPO0740",0.7536,"paaB","enoyl-CoA hydratase/isomerase PaaB","SPO_RS03735",1
"SPO0741",0.0862,"paaD","phenylacetic acid degradation protein PaaD","SPO_RS03740",0.514361502347418
"SPO0742",0.9996,"paaF","phenylacetate-CoA ligase","SPO_RS03745",1
"SPO0743",0.4306,"SPO0743","transcriptional regulator, TetR family","SPO_RS03750",1
"SPO0744",0.6282,"SPO0744","hypothetical protein","SPO_RS22755",1
"SPO0745",1.1128,"SPO0745","hypothetical protein","SPO_RS03760",1
"SPO0746",0.9598,"SPO0746","hypothetical protein","SPO_RS22125",1
"SPO0747",1.0346,"SPO0747","peroxidase family protein","SPO_RS03770",1
"SPO0748",0.9308,"SPO0748","hypothetical protein","SPO_RS03775",1
"SPO0749",0.7698,"SPO0749","hypothetical protein","SPO_RS03780",1
"SPO0750",0.5614,"SPO0750","hypothetical protein","SPO_RS03785",1
"SPO0751",0.6494,"SPO0751","adenylate/guanylate cyclase","SPO_RS03790",1
"SPO0752",0.8664,"SPO0752","phenylacetic acid degradation protein, putative","SPO_RS03795",1
"SPO0753",1.0178,"paaK","phenylacetic acid degradation oxidoreductase PaaK","SPO_RS03800",1
"SPO0754",0,"paaJ","phenylacetic acid degradation protein PaaJ","SPO_RS03805",0
"SPO0755",0,"paaI","phenylacetic acid degradation protein PaaI","SPO_RS03810",0
"SPO0756",0.3188,"paaH","phenylacetic acid degradation protein PaaH","SPO_RS03815",1
"SPO0757",0,"paaG","phenylacetic acid degradation protein PaaG","SPO_RS03820",0
"SPO0758",2,"SPO0758","beta-ketoadipyl CoA thiolase","SPO_RS03825",1
"SPO0759",0.658,"SPO0759","hypothetical protein","",1
"SPO0760",0.1078,"SPO0760","4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein","SPO_RS03835",0.607068493150685
"SPO0761",0.8242,"SPO0761","cyclase family protein","SPO_RS03840",1
"SPO0762",0.3996,"SPO0762","transcriptional regulator, GntR family","SPO_RS03845",1
"SPO0763",0.9792,"SPO0763","glutamine amidotransferase, class I","SPO_RS03850",1
"SPO0764",1.0056,"SPO0764","cytochrome P450 family protein","SPO_RS03855",1
"SPO0765",1.0094,"SPO0765","glutamine synthetase family protein","SPO_RS03860",1
"SPO0766",0.3444,"SPO0766","iron-sulfur cluster-binding protein","SPO_RS03865",1
"SPO0767",0.7612,"SPO0767","methyltransferase, FkbM family","SPO_RS03870",1
"SPO0768",0.6832,"SPO0768","transcriptional regulator, IclR family","SPO_RS03875",1
"SPO0769",0.6474,"SPO0769","hypothetical protein","SPO_RS03880",1
"SPO0770",0,"SPO0770","hypothetical protein","SPO_RS03885",0
"SPO0771",0.5686,"SPO0771","membrane protein","SPO_RS03890",1
"SPO0772",0.986,"SPO0772","enoyl-CoA hydratase/isomerase/3-hydroxyacyl-CoA dehydrogenase","SPO_RS03895",1
"SPO0773",1.0052,"SPO0773","acetyl-CoA acyltransferase/thiolase family protein","SPO_RS03900",1
"SPO0774",0.203,"SPO0774","acyl-CoA dehydrogenase family protein","SPO_RS03905",0.833797333333333
"SPO0775",1.056,"SPO0775","acyl-CoA dehydrogenase family protein","SPO_RS03910",1
"SPO0776",0.3612,"SPO0776","putative protein TIGR00369","SPO_RS03915",1
"SPO0777",0.143,"SPO0777","enoyl-CoA hydratase/isomerase family protein","SPO_RS03920",0.686768421052632
"SPO0778",0.733,"SPO0778","long-chain-fatty-acid--CoA ligase, putative","SPO_RS03925",1
"SPO0779",0,"rpe","ribulose-phosphate 3-epimerase","SPO_RS03930",0
"SPO0780",0.8956,"phnC","phosphonate ABC transporter, ATP-binding protein","SPO_RS03935",1
"SPO0781",NA,"phnD","phosphonate ABC transporter, periplasmic phosphonate-binding protein","SPO_RS03940",NA
"SPO0782",0.3476,"phnE-1","phosphonate ABC transporter, permease protein","SPO_RS03945",1
"SPO0783",0.4014,"phnE-2","phosphonate ABC transporter, permease protein","SPO_RS03950",1
"SPO0784",0.9474,"SPO0784","chloramphenicol acetyltransferase, putative","SPO_RS03955",1
"SPO0785",0.6824,"SPO0785","2-dehydro-3-deoxygalactonokinase, putative","SPO_RS03960",1
"SPO0786",0.8242,"SPO0786","thioesterase family protein","SPO_RS03965",1
"SPO0787",0.5318,"gph-1","phosphoglycolate phosphatase","SPO_RS03970",1
"SPO0788",0.7812,"SPO0788","metallo-beta-lactamase family protein","SPO_RS03980",1
"SPO0789",0.9996,"SPO0789","hypothetical protein","SPO_RS22400",1
"SPO0790",0.2276,"SPO0790","hypothetical protein","SPO_RS03985",0.886164668769716
"SPO0791",0.0278,"SPO0791","M23/M37 peptidase/aminotransferase, class III","SPO_RS03990",0.222776113360324
"SPO0792",0.7212,"SPO0792","6-phosphogluconate dehydrogenase domain protein","SPO_RS03995",1
"SPO0793",0.5632,"cueR","Cu(I)-responsive transcriptional regulator","SPO_RS04000",1
"SPO0794",0,"SPO0794","copper-translocating P-type ATPase","SPO_RS04005",0
"SPO0795",0.3524,"SPO0795","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS04010",1
"SPO0796",0.538,"SPO0796","hypothetical protein","SPO_RS04015",1
"SPO0797",1.023,"SPO0797","bile acid transporter family protein","SPO_RS04020",1
"SPO0798",0.4196,"SPO0798","monooxygenase domain protein","SPO_RS04025",1
"SPO0799",0.9982,"SPO0799","transcriptional regulator, TetR family","SPO_RS04030",1
"SPO0800",0,"SPO0800","choline sulfatase","SPO_RS04035",0
"SPO0801",0.5218,"fadD","4-coumarate:CoA ligase","SPO_RS04040",1
"SPO0802",NA,"rpsA","ribosomal protein S1","SPO_RS04045",NA
"SPO0803",0.5652,"SPO0803","NUDIX domain protein","SPO_RS04050",1
"SPO0806",2,"trpF","N-(5'phosphoribosyl)anthranilate isomerase","SPO_RS04065",1
"SPO0807",0.7622,"SPO0807","hypothetical protein","",1
"SPO0808",0.422,"trpB","tryptophan synthase, beta subunit","SPO_RS04075",1
"SPO0809",1.014,"SPO0809","hypothetical protein","SPO_RS04080",1
"SPO0810",1.0168,"SPO0810","6-aminohexanoate-dimer hydrolase, putative","SPO_RS04085",1
"SPO0811",1.048,"pth","peptidyl-tRNA hydrolase","SPO_RS04090",1
"SPO0812",2,"rplY","ribosomal protein L25","SPO_RS04095",1
"SPO0813",0.1994,"SPO0813","L-lactate dehydrogenase, putative","SPO_RS04100",0.829057752808989
"SPO0814",0.836,"SPO0814","MaoC domain protein","SPO_RS04105",1
"SPO0816",0.9544,"SPO0816","hypothetical protein","SPO_RS04115",1
"SPO0817",0.2818,"ychF","GTP-binding protein YchF","SPO_RS04120",0.96382331838565
"SPO0818",0.3806,"SPO0818","MAPEG family protein","SPO_RS04125",1
"SPO0819",0.1138,"SPO0819","amidohydrolase domain protein","SPO_RS04130",0.613721098265896
"SPO0820",0.9864,"SPO0820","CAIB/BAIF family protein","SPO_RS04135",1
"SPO0821",0.4576,"SPO0821","transcriptional regulator, MarR family","SPO_RS04140",1
"SPO0822",1.109,"SPO0822","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS04145",1
"SPO0823",0.996,"SPO0823","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS04150",1
"SPO0824",0.428,"SPO0824","branched-chain amino acid ABC transporter, permease protein","SPO_RS04155",1
"SPO0825",1.0034,"SPO0825","branched-chain amino acid ABC transporter, periplasmic substrate-binding protein","SPO_RS04160",1
"SPO0826",0.5188,"SPO0826","hypothetical protein","SPO_RS04165",1
"SPO0827",0.0342,"SPO0827","hypothetical protein","SPO_RS04170",0.238753497164461
"SPO0828",0.7684,"SPO0828","hypothetical protein","SPO_RS04175",1
"SPO0829",0.4828,"SPO0829","hypothetical protein","SPO_RS04180",1
"SPO0830",0.1784,"SPO0830","xanthine dehydrogenase family protein, small/large subunits","SPO_RS04185",0.777840850059032
"SPO0831",0.7322,"SPO0831","xanthine dehydrogenase family protein, medium subunit","SPO_RS04190",1
"SPO0832",0,"SPO0832","transcriptional regulator, LysR family","SPO_RS04195",0
"SPO0833",1.0032,"SPO0833","formate dehydrogenase, beta subunit","SPO_RS04200",1
"SPO0834",0.7062,"SPO0834","formate dehydrogenase, alpha subunit","SPO_RS04205",1
"SPO0835",1.0178,"SPO0835","cyclase, putative","SPO_RS04210",1
"SPO0836",1.002,"SPO0836","hypothetical protein","SPO_RS04215",1
"SPO0837",0.3,"SPO0837","hypothetical protein","SPO_RS04220",0.980442477876106
"SPO0839",1.0062,"SPO0839","exopolysaccharide biosynthesis domain protein","SPO_RS04230",1
"SPO0840",0.6846,"SPO0840","chain length determinant protein, putative","SPO_RS04235",1
"SPO0841",0.6198,"SPO0841","associated gene for polyketide biosynthesis","SPO_RS04240",1
"SPO0842",0.9908,"SPO0842","associated gene for polyketide biosynthesis","SPO_RS04245",1
"SPO0844",0.9204,"SPO0844","hypothetical protein","SPO_RS04255",1
"SPO0845",0.1458,"SPO0845","hypothetical protein","SPO_RS04260",0.686768421052632
"SPO0847",0.587,"SPO0847","polyketide synthase core protein; non-ribosomal protein-like T1PKS","SPO_RS04270",1
"SPO0848",0.025,"SPO0848","glycosyl transferase, group 2 family protein","SPO_RS04275",0.222776113360324
"SPO0849",1.0196,"SPO0849","polyketide synthase core protein; non-ribosomal protein-like T1PKS","SPO_RS04280",1
"SPO0850",0.2232,"SPO0850","hypothetical protein","SPO_RS04285",0.884117571884984
"SPO0851",0.4532,"SPO0851","glycosyl transferase, WecB/TagA/CpsF family","SPO_RS04290",1
"SPO0852",0.7002,"SPO0852","associated gene for polyketide biosynthesis","SPO_RS04295",1
"SPO0853",0.3066,"SPO0853","associated gene for polyketide biosynthesis","SPO_RS04300",0.990615748031496
"SPO0854",0.6116,"SPO0854","associated gene for polyketide biosynthesis","SPO_RS04305",1
"SPO0855",0.7746,"xylB","xylulose kinase","SPO_RS04310",1
"SPO0856",0.241,"xylA","xylose isomerase","SPO_RS04315",0.917539175257732
"SPO0857",1.0114,"galM","aldose 1-epimerase","SPO_RS04320",1
"SPO0858",0.252,"SPO0858","methylamine utilization protein MauG, putative","SPO_RS04325",0.945886930091186
"SPO0859",1.1672,"SPO0859","FG-GAP repeat domain protein","SPO_RS04330",1
"SPO0860",0.285,"SPO0860","xylose repressor, putative","SPO_RS04335",0.96382331838565
"SPO0861",0.429,"xylF","xylose ABC transporter, periplasmic xylose-binding protein","SPO_RS04340",1
"SPO0862",0.35,"xylH","xylose ABC transporter, permease protein","SPO_RS04345",1
"SPO0863",0.6212,"xylG","xylose ABC transporter, ATP-binding protein","SPO_RS04350",1
"SPO0864",0.285,"SPO0864","glucokinase, putative","SPO_RS04355",0.96382331838565
"SPO0865",0.0258,"SPO0865","oxidoreductase, Gfo/Idh/MocA family","SPO_RS04360",0.222776113360324
"SPO0866",0.7648,"SPO0866","gamma-glutamyltranspeptidase, putative","SPO_RS04365",1
"SPO0867",0.9988,"SPO0867","hypothetical protein","SPO_RS04370",1
"SPO0868",0.8344,"SPO0868","outer membrane protein, OMP85 family","SPO_RS04375",1
"SPO0869",0.0266,"SPO0869","hypothetical protein","SPO_RS04380",0.222776113360324
"SPO0870",0.492,"SPO0870","transcriptional regulator, LysR family","SPO_RS04385",1
"SPO0872",0.0294,"SPO0872","uricase","SPO_RS04395",0.222776113360324
"SPO0873",0.9314,"allA","Ureidoglycolate hydrolase","SPO_RS04400",1
"SPO0874",1.0032,"SPO0874","xanthine/uracil permease family protein","SPO_RS04405",1
"SPO0875",0,"gap-2","glyceraldehyde-3-phosphate dehydrogenase, type I","SPO_RS04410",0
"SPO0876a",0.6946,"SPO0876a","hypothetical protein","SPO_RS04420",1
"SPO0877",0.7242,"SPO0877","hypothetical protein","SPO_RS22405",1
"SPO0878",0.0312,"gcvH-1","glycine cleavage system H protein","SPO_RS04430",0.224166536964981
"SPO0879",0.7384,"SPO0879","acyl-CoA dehydrogenase family protein","SPO_RS04435",1
"SPO0880",0.8278,"SPO0880","hypothetical protein","SPO_RS04440",1
"SPO0881",0.318,"SPO0881","hypothetical protein","SPO_RS22765",1
"SPO0882",0.9866,"SPO0882","hypothetical protein","",1
"SPO0883",1.2562,"SPO0883","hypothetical protein","SPO_RS04450",1
"SPO0884",1.0026,"SPO0884","hypothetical protein","SPO_RS04455",1
"SPO0885",0.5398,"SPO0885","hydrolase, alpha/beta fold family","SPO_RS04460",1
"SPO0887",0.1716,"groEL","chaperonin, 60 kDa","SPO_RS04470",0.767214043583535
"SPO0888",0.9982,"SPO0888","acetyltransferase, GNAT family","",1
"SPO0889",0.6452,"SPO0889","hypothetical protein","SPO_RS04480",1
"SPO0890",0.5616,"SPO0890","lipase, putative","SPO_RS04485",1
"SPO0891",0.1112,"SPO0891","alkylphosphonate utilization protein PhnM, putative","SPO_RS04490",0.613721098265896
"SPO0892",0.2588,"purK","phosphoribosylaminoimidazole carboxylase, ATPase subunit","SPO_RS04495",0.947541246290801
"SPO0893",0.453,"purE","phosphoribosylaminoimidazole carboxylase, catalytic subunit","SPO_RS04500",1
"SPO0894",0.201,"SPO0894","hypothetical protein","SPO_RS04505",0.83310101010101
"SPO0895",0.7178,"SPO0895","heat shock protein, Hsp20 family","SPO_RS04510",1
"SPO0897",0.0262,"SPO0897","phenazine biosynthesis protein, PhzF family","SPO_RS04520",0.222776113360324
"SPO0898",0.9862,"SPO0898","hypothetical protein","SPO_RS04525",1
"SPO0899",0.9936,"SPO0899","hypothetical protein","SPO_RS04530",1
"SPO0900",0.372,"sat","sulfate adenylyltransferase","SPO_RS04535",1
"SPO0901",0.4034,"SPO0901","adenylate/guanylate cyclase","SPO_RS04540",1
"SPO0902",0.9898,"SPO0902","hypothetical protein","",1
"SPO0903",0.0594,"trxB","thioredoxin-disulfide reductase","SPO_RS04550",0.390327758007117
"SPO0904",0.1978,"SPO0904","leucine-responsive regulatory protein, putative","SPO_RS04555",0.829057752808989
"SPO0905",0.0458,"SPO0905","hypothetical protein","SPO_RS04560",0.319130943396226
"SPO0906",0,"SPO0906","putative protein TIGR00726","SPO_RS04565",0
"SPO0907",2,"SPO0907","hypothetical protein","SPO_RS04570",1
"SPO0910",0,"SPO0910","hypothetical protein","SPO_RS04585",0
"SPO0911",0.662,"proC","pyrroline-5-carboxylate reductase","SPO_RS04590",1
"SPO0912",0.3826,"csaA","chaperonin csaA","SPO_RS04595",1
"SPO0913",0.9952,"SPO0913","D-isomer specific 2-hydroxyacid dehydrogenase family protein","SPO_RS04600",1
"SPO0914",1.0072,"tdk","thymidine kinase","SPO_RS04605",1
"SPO0915",1.0004,"SPO0915","hypothetical protein","SPO_RS04610",1
"SPO0916",0.4332,"SPO0916","hypothetical protein","SPO_RS04615",1
"SPO0917",0.399,"SPO0917","glyoxalase family protein","SPO_RS04620",1
"SPO0918",0.9924,"fabH-1","3-oxoacyl-[acyl-carrier-protein] synthase III","SPO_RS04625",1
"SPO0919",0.4604,"SPO0919","transcriptional regulator, MarR family","SPO_RS04630",1
"SPO0920",0.4972,"SPO0920","efflux transporter, RND family, MFP subunit","SPO_RS04635",1
"SPO0921",0.829,"SPO0921","transporter, AcrB/AcrD/AcrF family","SPO_RS04640",1
"SPO0922",0.204,"SPO0922","hypothetical protein","SPO_RS04645",0.834299003322259
"SPO0923",1.4352,"carB","carbamoyl-phosphate synthase, large subunit","SPO_RS04650",1
"SPO0925",0.5006,"SPO0925","hypothetical protein","SPO_RS04660",1
"SPO0927",0.2836,"SPO0927","hypothetical protein","",0.96382331838565
"SPO0928",0.2062,"SPO0928","hypothetical protein","SPO_RS04670",0.838652643171806
"SPO0929",0.7966,"SPO0929","type II DNA modification methyltransferase, putative","SPO_RS04675",1
"SPO0930",0,"SPO0930","hypothetical protein","",0
"SPO0931",0.9946,"SPO0931","response regulator","SPO_RS04680",1
"SPO0932",0.3672,"SPO0932","methylmalonyl-CoA epimerase","SPO_RS04685",1
"SPO0933",0.486,"SPO0933","hypothetical protein","SPO_RS04690",1
"SPO0934",0.2758,"SPO0934","hypothetical protein","SPO_RS04695",0.96382331838565
"SPO0935",0.0258,"SPO0935","nitroreductase family protein","SPO_RS04700",0.222776113360324
"SPO0936",0.8766,"SPO0936","hypothetical protein","SPO_RS22770",1
"SPO0937",0.857,"SPO0937","hypothetical protein","SPO_RS04705",1
"SPO0939",1.0036,"SPO0939","peptidase, M48 family","SPO_RS04715",1
"SPO0940",0,"SPO0940","hypothetical protein","SPO_RS04720",0
"SPO0941",0.6116,"SPO0941","hypothetical protein","SPO_RS04725",1
"SPO0942",0.9978,"SPO0942","hypothetical protein","SPO_RS04730",1
"SPO0943",0.1088,"SPO0943","hypothetical protein","SPO_RS04735",0.608785454545455
"SPO0944",0.9952,"rimO","Ribosomal protein S12 methylthiotransferase RimO (EC 2.8.4.4)","SPO_RS04740",1
"SPO0945",0,"SPO0945","AsmA family protein","SPO_RS04745",0
"SPO0946",0.2172,"algC","phosphomannomutase/phosphoglucomutase","SPO_RS04750",0.871869130434783
"SPO0948",0.625,"kpsE","capsular polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family","",1
"SPO0949",0.99,"kpsT","capsular polysaccharide export ATP-binding protein","SPO_RS04765",1
"SPO0950",0.4294,"SPO0950","uracil-DNA glycosylase, putative","SPO_RS04770",1
"SPO0951",0.4186,"SPO0951","hypothetical protein","SPO_RS04775",1
"SPO0952",0.7634,"SPO0952","hypothetical protein","",1
"SPO0953",0.3938,"SPO0953","hypothetical protein","SPO_RS04785",1
"SPO0954",0.6704,"SPO0954","hypothetical protein","SPO_RS04790",1
"SPO0955",0,"SPO0955","amidohydrolase domain protein","SPO_RS04795",0
"SPO0957",0.9916,"SPO0957","ABC transporter, permease protein","SPO_RS04805",1
"SPO0958",0.8876,"SPO0958","hypothetical protein","SPO_RS04810",1
"SPO0959",0.5966,"SPO0959","hypothetical protein","SPO_RS04815",1
"SPO0960",0.5616,"SPO0960","transcriptional regulator, MerR family","SPO_RS04820",1
"SPO0961",NA,"SPO0961","hypothetical protein","SPO_RS04825",NA
"SPO0962",1.0028,"argD","acetylornithine aminotransferase","SPO_RS04830",1
"SPO0964",0.3326,"argC-1","N-acetyl-gamma-glutamyl-phosphate reductase","SPO_RS04840",1
"SPO0965",0.6678,"SPO0965","acetyltransferase, GNAT family","SPO_RS23060",1
"SPO0966",0.87,"panE-1","2-dehydropantoate 2-reductase","SPO_RS04855",1
"SPO0967",1.0176,"SPO0967","phosphate transporter family protein","SPO_RS04860",1
"SPO0968",0.9966,"SPO0968","hydrolase, NUDIX family","SPO_RS04865",1
"SPO0970",0.1374,"apqZ","aquaporin Z","SPO_RS04875",0.684919784656797
"SPO0971",0.9002,"SPO0971","oxidoreductase, GMC family","SPO_RS04880",1
"SPO0972",0.2236,"hrpB","ATP-dependent helicase HrpB","SPO_RS04885",0.884117571884984
"SPO0973",1.0136,"SPO0973","LAO/AO transport system ATPase","SPO_RS04890",1
"SPO0974",0.0312,"rpmB","ribosomal protein L28","SPO_RS04895",0.224166536964981
"SPO0975",0.7222,"SPO0975","hypothetical protein","",1
"SPO0976",0.1458,"SPO0976","hypothetical protein","SPO_RS04905",0.686768421052632
"SPO0977",0,"SPO0977","ornithine cyclodeaminase/mu-crystallin family protein","SPO_RS04910",0
"SPO0978",0.7342,"SPO0978","CobB","SPO_RS04915",1
"SPO0980",1.251,"SPO0980","transcriptional regulator, LysR family","SPO_RS04925",1
"SPO0981",0.6604,"SPO0981","histidinol dehydrogenase, putative","SPO_RS04930",1
"SPO0982",0.7176,"SPO0982","hypothetical protein","SPO_RS23065",1
"SPO0983",0,"lepA","GTP-binding protein LepA","SPO_RS04950",0
"SPO0984",1.0032,"znuB","zinc ABC transporter, permease protein","SPO_RS04955",1
"SPO0985",0.3396,"znuC","zinc ABC transporter, ATP-binding protein","SPO_RS04960",1
"SPO0986",0.991,"zur","zinc uptake regulation protein","SPO_RS04965",1
"SPO0987",0.0502,"znuA","zinc ABC transporter, periplasmic zinc-binding protein","SPO_RS04970",0.348474812030075
"SPO0988",0.876,"SPO0988","YeeE/YedE family protein","SPO_RS04975",1
"SPO0989",1.0066,"SPO0989","transcriptional regulator SoxR","SPO_RS04980",1
"SPO0990",0.1144,"soxS","regulatory protein SoxS","SPO_RS04985",0.613721098265896
"SPO0991",0.9918,"soxV","sulfur oxidation V protein","SPO_RS04990",1
"SPO0992",1.0052,"soxW","thioredoxin SoxW","SPO_RS04995",1
"SPO0993",0.081,"soxX","monoheme cytochrome c SoxX","SPO_RS05000",0.514361502347418
"SPO0994",NA,"soxY","sulfur oxidation Y protein","SPO_RS05005",NA
"SPO0995",0,"soxZ","sulfur oxidation Z protein","SPO_RS05010",0
"SPO0996",0.8724,"soxA","diheme cytochrome c SoxA","SPO_RS05015",1
"SPO0997",0.374,"soxB","sulfur oxidation B protein","SPO_RS05020",1
"SPO0998",0.7656,"soxC","sulfur oxidation molybdopterin C protein","SPO_RS05025",1
"SPO0999",0.8142,"soxD","diheme cytochrome c SoxD","SPO_RS05030",1
"SPO1000",0.1646,"soxE","diheme cytochrome c SoxE","SPO_RS05035",0.74673635250918
"SPO1001",0.4274,"soxF","sulfur oxidation F protein","SPO_RS05040",1
"SPO1002",0.887,"SPO1002","transcriptional regulator, AraC family","SPO_RS05045",1
"SPO1003",0,"clpP","ATP-dependent Clp protease, proteolytic subunit ClpP","SPO_RS05050",0
"SPO1004",0.425,"clpX","ATP-dependent Clp protease, ATP-binding subunit ClpX","SPO_RS05055",1
"SPO1005",0.4058,"SPO1005","endoribonuclease L-PSP family protein","",1
"SPO1006",0.3072,"SPO1006","NADH dehydrogenase subunit, putative","SPO_RS05065",0.991686713286713
"SPO1007",0,"SPO1007","hypothetical protein","SPO_RS05070",0
"SPO1008",1.2644,"SPO1008","hypothetical protein","SPO_RS05075",1
"SPO1009",0.9078,"aat","leucyl/phenylalanyl-tRNA--protein transferase","SPO_RS05080",1
"SPO1012",0.8934,"SPO1012","transcriptional regulator, LuxR family","SPO_RS05095",1
"SPO1013",0.7296,"SPO1013","thiolase family protein","SPO_RS05100",1
"SPO1014",0.298,"SPO1014","AMP-binding enzyme","SPO_RS05105",0.97649866903283
"SPO1015",0.905,"SPO1015","3-hydroxybutyrate dehydrogenase, putative","SPO_RS05110",1
"SPO1016",0.8192,"SPO1016","hypothetical protein","SPO_RS05115",1
"SPO1017",0.9188,"SPO1017","lactic acid ABC transporter, ATP-binding protein","SPO_RS05120",1
"SPO1018",0.98,"SPO1018","lactic acid ABC transporter, ATP-binding protein","SPO_RS05125",1
"SPO1019",0.8474,"SPO1019","lactic acid ABC transporter, permease protein","SPO_RS05130",1
"SPO1020",0.9406,"SPO1020","lactic acid ABC transporter, permease protein","SPO_RS05135",1
"SPO1021",0.328,"SPO1021","lactic acid ABC transporter, periplasmic substrate-binding protein","SPO_RS05140",1
"SPO1022",1.0006,"SPO1022","transcriptional regulator, putative","SPO_RS05145",1
"SPO1024",0.4054,"SPO1024","hypothetical protein","SPO_RS05155",1
"SPO1025",0.6138,"SPO1025","sensor histidine kinase","SPO_RS05160",1
"SPO1026",0.028,"SPO1026","hypothetical protein","SPO_RS05165",0.222776113360324
"SPO1027",0.9918,"SPO1027","putative protein TIGR01244","SPO_RS05170",1
"SPO1028",1.044,"SPO1028","YeeE/YedE family protein","SPO_RS05175",1
"SPO1029",0.2606,"SPO1029","YeeE/YedE family protein","SPO_RS05180",0.948173201970443
"SPO1030",0.721,"SPO1030","metallo-beta-lactamase family protein","SPO_RS05185",1
"SPO1031",0,"SPO1031","hypothetical protein","",0
"SPO1032",1.0002,"SPO1032","hypothetical protein","SPO_RS05195",1
"SPO1033",0.6968,"SPO1033","hypothetical protein","SPO_RS05200",1
"SPO1034",1.003,"SPO1034","hypothetical protein","SPO_RS05205",1
"SPO1036",0.028,"SPO1036","site-specific recombinase, phage integrase family","SPO_RS05215",0.222776113360324
"SPO1037",1.0888,"SPO1037","hypothetical protein","SPO_RS05220",1
"SPO1038",0.7718,"SPO1038","hypothetical protein","",1
"SPO1039",0.6706,"SPO1039","hypothetical protein","SPO_RS05235",1
"SPO1040",0.2908,"SPO1040","hypothetical protein","SPO_RS05240",0.96382331838565
"SPO1041",0.672,"SPO1041","hypothetical protein","SPO_RS05245",1
"SPO1042",0.1992,"SPO1042","hypothetical protein","SPO_RS05250",0.829057752808989
"SPO1043",0.4216,"SPO1043","hypothetical protein","SPO_RS05255",1
"SPO1044",0.711,"SPO1044","hypothetical protein","",1
"SPO1044a",0.3098,"SPO1044a","hypothetical protein","SPO_RS05270",0.995281146828844
"SPO1045",1.0038,"SPO1045","hypothetical protein","SPO_RS22790",1
"SPO1046",0.179,"SPO1046","hypothetical protein","SPO_RS22795",0.778618374558304
"SPO1047",0.4308,"SPO1047","RNA-dependent DNA polymerase, putative","SPO_RS22425",1
"SPO1048",0.8728,"SPO1048","hypothetical protein","SPO_RS05275",1
"SPO1049",NA,"SPO1049","DNA methylase, C-5 cytosine-specific family","SPO_RS22430",NA
"SPO1050",0.2902,"SPO1050","site-specific recombinase, phage integrase family","SPO_RS05300",0.96382331838565
"SPO1051",0.9984,"SPO1051","hypothetical protein","SPO_RS05320",1
"SPO1052",0.1938,"SPO1052","hypothetical protein","SPO_RS05330",0.829057752808989
"SPO1053",0.0282,"SPO1053","hypothetical protein","SPO_RS05345",0.222776113360324
"SPO1054",0.8254,"SPO1054","hypothetical protein","SPO_RS05350",1
"SPO1055",0.0872,"SPO1055","hypothetical protein","SPO_RS05355",0.514361502347418
"SPO1056",0.7404,"SPO1056","hypothetical protein","SPO_RS05360",1
"SPO1057",0.6542,"SPO1057","transcriptional regulator, AraC family","SPO_RS05365",1
"SPO1058",0.0862,"SPO1058","acyltransferase, HtrB family","SPO_RS05370",0.514361502347418
"SPO1059",1.0192,"SPO1059","serine/threonine protein kinase","SPO_RS22140",1
"SPO1060",0.601,"SPO1060","hypothetical protein","SPO_RS05380",1
"SPO1061",0.4064,"SPO1061","LysM domain protein","SPO_RS05385",1
"SPO1062",0.6146,"SPO1062","LysM domain protein","SPO_RS05390",1
"SPO1063",0.531,"SPO1063","hypothetical protein","SPO_RS05395",1
"SPO1064",0.704,"SPO1064","serine/threonine protein phosphatase, putative","SPO_RS05400",1
"SPO1065",0.4584,"SPO1065","hypothetical protein","SPO_RS05405",1
"SPO1066",0.0566,"SPO1066","hypothetical protein","SPO_RS05410",0.379927338129496
"SPO1067",1.0186,"SPO1067","hypothetical protein","SPO_RS05415",1
"SPO1068",0,"SPO1068","hypothetical protein","SPO_RS05420",0
"SPO1069",0.8208,"SPO1069","hypothetical protein","SPO_RS05425",1
"SPO1070",0,"SPO1070","hypothetical protein","SPO_RS05430",0
"SPO1071",0.7966,"SPO1071","glutamine amidotransferase, class-I","SPO_RS05435",1
"SPO1072",0.569,"SPO1072","putative protein TIGR01033","SPO_RS05440",1
"SPO1073",0.474,"SPO1073","bordetella uptake gene family protein","SPO_RS05445",1
"SPO1074",0.3944,"SPO1074","hypothetical protein","SPO_RS05450",1
"SPO1075",1.4352,"SPO1075","hypothetical protein","SPO_RS05455",1
"SPO1076",0.9496,"SPO1076","trkA-C domain protein","SPO_RS05460",1
"SPO1077",0.122,"SPO1077","nitroreductase family protein","SPO_RS05465",0.622301104972376
"SPO1078",0.3458,"SPO1078","transcriptional regulator, LysR family","SPO_RS05470",1
"SPO1079",1.008,"SPO1079","L-lysine exporter, putative","SPO_RS05475",1
"SPO1080",0.3206,"SPO1080","hypothetical protein","SPO_RS05480",1
"SPO1081",0.092,"SPO1081","hypothetical protein","",0.526753488372093
"SPO1082",0.8906,"betI","HTH-type transcriptional regulator BetI","SPO_RS05490",1
"SPO1083",0.9962,"betC","choline sulfatase","SPO_RS05495",1
"SPO1084",0.7376,"SPO1084","hypothetical protein","SPO_RS05500",1
