mean,lwrCL,uprCL,stdev,lwrCL_adj,uprCL_adj,spo,naCount
0.967,0.894,1.028,0.034,0.852,1.061,SPO2185,0
1.073,1.013,1.124,0.029,0.974,1.149,SPO2186,0
1.04,0.973,1.113,0.036,0.929,1.189,SPO2187,0
0.935,0.737,1.135,0.105,0.573,1.298,SPO2188,0
0.979,0.947,1.013,0.017,0.926,1.041,SPO2189,0
1.125,0.914,1.28,0.113,0.914,1.28,SPO2190,2197
0.911,0.852,0.97,0.031,0.799,1.005,SPO2191,0
0.995,0.848,1.145,0.076,0.75,1.261,SPO2192,0
0.968,0.914,1.032,0.031,0.895,1.09,SPO2192a,0
0.992,0.927,1.057,0.034,0.891,1.109,SPO2193,0
0.817,0.525,1.074,0.14,0.453,1.135,SPO2194,34
0.943,0.845,1.063,0.056,0.795,1.159,SPO2195,0
1.125,1.027,1.247,0.057,0.99,1.337,SPO2196,0
0.968,0.92,1.012,0.024,0.89,1.042,SPO2197,0
0.276,0.049,0.514,0.119,0,0.637,SPO2198,0
NA,NA,NA,NA,NA,NA,SPO2200,10000
0.858,0,1.243,0.38,0,1.243,SPO2201,613
0.942,0.862,1.03,0.043,0.804,1.089,SPO2202,0
1.02,0.979,1.051,0.019,0.949,1.067,SPO2203,0
0.999,0.305,1.451,0.246,0.285,1.487,SPO2204,96
0.941,0.886,1.01,0.032,0.857,1.07,SPO2205,0
0.687,0.2,1.052,0.214,0,1.215,SPO2206,0
0.882,0.726,1.062,0.088,0.672,1.204,SPO2207,0
0.994,0.948,1.029,0.021,0.914,1.044,SPO2208,0
1.052,0.991,1.117,0.032,0.953,1.178,SPO2209,0
0.992,0.982,1.004,0.005,0.98,1.014,SPO2210,0
1.03,0.991,1.061,0.018,0.96,1.075,SPO2211,0
0.954,0.874,1.037,0.042,0.827,1.099,SPO2212,0
1.048,0.973,1.119,0.038,0.924,1.171,SPO2213,0
0.988,0.883,1.076,0.05,0.8,1.108,SPO2213a,0
1.009,0.965,1.055,0.023,0.938,1.088,SPO2214,0
1.033,0.911,1.171,0.067,0.831,1.294,SPO2215,0
1.33,0.915,1.868,0.296,0.915,1.868,SPO2216,2305
1.02,0.98,1.052,0.019,0.95,1.065,SPO2218,0
1.062,0.941,1.171,0.059,0.855,1.216,SPO2219,0
0.955,0.902,1.007,0.027,0.866,1.032,SPO2220,0
0.919,0.851,0.988,0.035,0.813,1.035,SPO2221,0
0.723,0.465,0.951,0.124,0.304,1.082,SPO2222,0
1.011,0.914,1.102,0.05,0.821,1.167,SPO2223,0
1.016,0.975,1.058,0.022,0.944,1.09,SPO2224,0
0.948,0.833,1.053,0.057,0.737,1.126,SPO2225,0
0.958,0.893,1.024,0.033,0.845,1.079,SPO2226,0
0.903,0.856,0.953,0.025,0.833,0.993,SPO2227,0
1.091,1.034,1.147,0.029,0.998,1.189,SPO2228,0
0.972,0.894,1.05,0.041,0.826,1.113,SPO2229,0
1.084,0.936,1.244,0.08,0.834,1.39,SPO2230,0
0.96,0.755,1.205,0.116,0.658,1.297,SPO2231,36
0.908,0.755,1.053,0.078,0.63,1.138,SPO2232,0
1.015,0.949,1.074,0.033,0.898,1.115,SPO2233,0
1.057,0.976,1.142,0.043,0.923,1.205,SPO2234,0
0.53,0.176,0.774,0.159,0,0.845,SPO2235,0
NA,NA,NA,NA,NA,NA,SPO2236,10000
0.954,0.843,1.07,0.058,0.78,1.16,SPO2237,0
1.205,1.093,1.311,0.056,0.978,1.369,SPO2238,0
NA,NA,NA,NA,NA,NA,SPO2239,10000
0.178,0,0.539,0.157,0,0.759,SPO2240,0
0.352,0.113,0.52,0.108,0,0.573,SPO2241,0
0.51,0.374,0.638,0.069,0.266,0.732,SPO2242,0
0.994,0.978,1.009,0.008,0.962,1.015,SPO2243,0
0.969,0.94,0.995,0.014,0.915,1.01,SPO2244,0
0.958,0.912,1.004,0.023,0.898,1.027,SPO2245,0
1.02,0.954,1.079,0.032,0.903,1.108,SPO2246,0
NA,NA,NA,NA,NA,NA,SPO2247,10000
1.149,1.028,1.264,0.06,0.935,1.333,SPO2248,0
0.688,0,1.371,0.348,0,1.371,SPO2249,411
1.026,0.984,1.059,0.02,0.957,1.071,SPO2250,0
0.488,0.155,0.787,0.165,0,0.938,SPO2251,0
0.972,0.878,1.113,0.063,0.85,1.206,SPO2252,0
1.007,0.906,1.108,0.052,0.877,1.173,SPO2253,0
0.992,0.882,1.103,0.059,0.785,1.201,SPO2255,0
NA,NA,NA,NA,NA,NA,SPO2256,10000
0.799,0.295,1.103,0.217,0,1.238,SPO2257,0
NA,NA,NA,NA,NA,NA,SPO2258,10000
1.044,1.028,1.06,0.015,1.028,1.06,SPO2260,5953
1.175,0.96,1.497,0.143,0.891,1.696,SPO2261,0
NA,NA,NA,NA,NA,NA,SPO2262,10000
1.084,1.028,1.141,0.029,0.994,1.189,SPO2264,0
1.024,0.95,1.102,0.04,0.897,1.161,SPO2266,0
1.014,0.862,1.174,0.081,0.753,1.316,SPO2267,0
0.916,0.842,0.998,0.041,0.798,1.072,SPO2268,0
0.98,0.864,1.096,0.06,0.803,1.159,SPO2269,0
1.111,1.065,1.158,0.024,1.03,1.195,SPO2270,0
NA,NA,NA,NA,NA,NA,SPO2271,10000
1.023,0.969,1.08,0.029,0.935,1.135,SPO2272,0
0.914,0.814,1.024,0.055,0.762,1.107,SPO2273,0
NA,NA,NA,NA,NA,NA,SPO2275,10000
NA,NA,NA,NA,NA,NA,SPO2276,10000
0.926,0.815,1.031,0.055,0.724,1.102,SPO2277,0
0.986,0.974,0.996,0.006,0.963,1.003,SPO2278,0
0.969,0.912,1.029,0.03,0.883,1.061,SPO2279,0
0.992,0.89,1.113,0.058,0.827,1.246,SPO2280,0
NA,NA,NA,NA,NA,NA,SPO2281,10000
1.012,0.934,1.094,0.041,0.884,1.17,SPO2283,0
0.996,0.947,1.05,0.026,0.918,1.086,SPO2284,0
0.77,0.244,1.152,0.233,0,1.29,SPO2285,0
1.049,1.012,1.101,0.023,1,1.133,SPO2286,0
1.062,1.032,1.093,0.016,1.01,1.119,SPO2287,0
1.058,1.029,1.093,0.017,1.017,1.121,SPO2288,0
1.088,1.053,1.136,0.022,1.042,1.174,SPO2289,0
1.034,1.003,1.061,0.015,0.976,1.078,SPO2290,0
0.76,0.636,0.882,0.062,0.598,0.93,SPO2292,0
1.01,0.99,1.035,0.012,0.981,1.055,SPO2293,0
NA,NA,NA,NA,NA,NA,SPO2294,10000
NA,NA,NA,NA,NA,NA,SPO2295,10000
0.873,0.691,1.037,0.089,0.563,1.151,SPO2296,0
1.024,0.897,1.143,0.063,0.8,1.253,SPO2297,0
1.028,0.899,1.166,0.068,0.813,1.276,SPO2298,0
0.939,0.879,0.999,0.031,0.826,1.037,SPO2299,0
1.058,0.948,1.185,0.062,0.888,1.278,SPO2301,0
1.03,0.985,1.081,0.025,0.962,1.122,SPO2302,0
0.395,0,0.898,0.354,0,0.898,SPO2303,3096
1.012,0.813,1.182,0.096,0.645,1.253,SPO2304,0
1.619,1.517,1.686,0.064,1.517,1.686,SPO2306,3136
1.122,1.088,1.161,0.019,1.069,1.19,SPO2307,0
0.981,0.833,1.108,0.072,0.692,1.173,SPO2308,0
0.886,0.742,1.009,0.069,0.645,1.055,SPO2309,0
0.468,0,1.032,0.376,0,1.032,SPO2310,2263
0.447,0,0.891,0.283,0,0.891,SPO2311,3129
NA,NA,NA,NA,NA,NA,SPO2312,10000
1.142,0.891,1.377,0.123,0.705,1.511,SPO2313,0
NA,NA,NA,NA,NA,NA,SPO2314,10000
NA,NA,NA,NA,NA,NA,SPO2315,10000
NA,NA,NA,NA,NA,NA,SPO2316,10000
NA,NA,NA,NA,NA,NA,SPO2317,10000
1.009,0.951,1.072,0.031,0.914,1.13,SPO2318,0
1.001,0.925,1.063,0.036,0.863,1.09,SPO2319,0
NA,NA,NA,NA,NA,NA,SPO2320,10000
NA,NA,NA,NA,NA,NA,SPO2321,10000
NA,NA,NA,NA,NA,NA,SPO2322,10000
1.039,0.999,1.08,0.021,0.97,1.116,SPO2323,0
0.692,0.392,0.906,0.128,0.369,0.926,SPO2324,50
NA,NA,NA,NA,NA,NA,SPO2325,10000
1.061,0.95,1.168,0.056,0.857,1.242,SPO2326,0
0.943,0.877,1.009,0.033,0.836,1.04,SPO2327,0
NA,NA,NA,NA,NA,NA,SPO2328,10000
NA,NA,NA,NA,NA,NA,SPO2329,10000
0.765,0.385,1.121,0.187,0.284,1.227,SPO2330,0
1.061,1.039,1.083,0.011,1.028,1.099,SPO2331,0
1.037,0.992,1.087,0.025,0.972,1.131,SPO2332,0
1.09,0.972,1.214,0.062,0.899,1.309,SPO2333,0
0.96,0.908,0.998,0.024,0.866,1.009,SPO2334,0
0.994,0.947,1.042,0.025,0.911,1.084,SPO2335,0
1.036,0.968,1.104,0.034,0.938,1.127,SPO2336,0
1.001,0.876,1.136,0.066,0.8,1.24,SPO2337,0
0.957,0.899,1.03,0.032,0.873,1.091,SPO2338,0
1.022,0.916,1.12,0.051,0.828,1.172,SPO2339,0
0.551,0.504,0.598,0.025,0.469,0.645,SPO2340,0
0.897,0.83,0.991,0.042,0.798,1.055,SPO2341,0
0.904,0.758,1.011,0.064,0.69,1.044,SPO2341a,0
1.027,0.99,1.064,0.019,0.959,1.092,SPO2342,0
1.006,0.985,1.03,0.012,0.967,1.053,SPO2343,0
1.055,0.995,1.124,0.034,0.964,1.187,SPO2344,0
1.032,1.006,1.062,0.014,0.991,1.088,SPO2345,0
0.96,0.834,1.095,0.068,0.752,1.193,SPO2346,0
1.03,0.946,1.118,0.044,0.889,1.181,SPO2347,0
0.994,0.935,1.054,0.031,0.885,1.102,SPO2348,0
0.81,0.391,1.068,0.171,0.272,1.092,SPO2349,24
0.802,0.671,0.978,0.082,0.635,1.141,SPO2350,0
1.086,0.969,1.206,0.061,0.911,1.256,SPO2351,0
0.953,0.836,1.082,0.062,0.779,1.187,SPO2352,0
0.947,0.904,1.001,0.026,0.885,1.038,SPO2353,0
0.764,0.564,0.925,0.093,0.44,1.003,SPO2354,0
0.928,0.849,1.012,0.042,0.802,1.061,SPO2355,0
0.95,0.653,1.174,0.135,0.439,1.283,SPO2356,0
0.816,0.636,0.989,0.091,0.523,1.047,SPO2357,40
0.993,0.963,1.027,0.017,0.948,1.055,SPO2358,0
0.861,0.814,0.915,0.026,0.791,0.956,SPO2359,0
0.897,0.853,0.947,0.024,0.817,0.988,SPO2361,0
NA,NA,NA,NA,NA,NA,SPO2362,10000
1.023,0.85,1.24,0.101,0.807,1.409,SPO2363,0
1.033,0.911,1.16,0.064,0.796,1.262,SPO2364,0
0.876,0.779,0.949,0.044,0.71,0.974,SPO2365,0
0.875,0.755,0.97,0.056,0.671,1.022,SPO2366,0
1.124,0.99,1.264,0.071,0.903,1.352,SPO2367,0
1.003,0.932,1.087,0.041,0.903,1.162,SPO2368,0
0.946,0.863,1.021,0.041,0.793,1.067,SPO2369,0
1.058,1.018,1.102,0.022,0.998,1.138,SPO2370,0
0.986,0.893,1.072,0.045,0.84,1.104,SPO2371,0
1.019,0.963,1.068,0.027,0.918,1.102,SPO2372,0
1.02,0.963,1.077,0.03,0.915,1.119,SPO2373,0
0.909,0.844,0.976,0.033,0.824,0.991,SPO2374,0
NA,NA,NA,NA,NA,NA,SPO2376,10000
0.895,0.82,0.966,0.038,0.758,1.02,SPO2377,0
0.923,0.903,0.945,0.011,0.892,0.969,SPO2378,0
0.934,0.864,1.002,0.035,0.807,1.048,SPO2380,0
0.94,0.84,1.037,0.05,0.762,1.103,SPO2381,0
0.874,0.804,0.935,0.034,0.751,0.968,SPO2382,0
1.057,0.896,1.227,0.084,0.8,1.349,SPO2383,0
0.976,0.902,1.044,0.036,0.838,1.087,SPO2384,0
0.974,0.903,1.033,0.034,0.828,1.054,SPO2385,0
0.904,0.697,1.105,0.105,0.543,1.245,SPO2386,0
0.902,0.776,0.993,0.058,0.677,1.021,SPO2387,0
0.775,0.521,1.06,0.139,0.395,1.264,SPO2388,0
1.053,0.994,1.11,0.029,0.966,1.15,SPO2389,0
0.883,0.787,0.97,0.047,0.699,1.011,SPO2390,0
0.833,0.755,0.914,0.04,0.699,0.964,SPO2392,0
1.006,0.899,1.129,0.059,0.84,1.243,SPO2393,0
1.057,0.858,1.274,0.107,0.755,1.483,SPO2394,0
0.859,0.282,1.322,0.275,0,1.344,SPO2395,39
0.931,0.871,0.996,0.032,0.837,1.048,SPO2396,0
0.993,0.939,1.045,0.028,0.913,1.069,SPO2397,0
0.912,0.859,0.964,0.027,0.82,1.004,SPO2398,0
0.883,0.675,1.031,0.092,0.545,1.103,SPO2399,0
0.956,0.875,1.057,0.046,0.847,1.146,SPO2400,0
0.928,0.905,0.952,0.012,0.889,0.971,SPO2401,0
0.855,0.728,0.967,0.063,0.626,1.066,SPO2403,0
0.922,0.807,1.028,0.058,0.699,1.103,SPO2405,0
0.806,0.632,0.938,0.08,0.512,0.988,SPO2406,0
1.17,0.923,1.379,0.118,0.758,1.516,SPO2407,0
0.53,0,1.123,0.304,0,1.389,SPO2408,16
1.008,0.948,1.069,0.031,0.919,1.095,SPO2409,0
0.995,0.906,1.097,0.049,0.858,1.183,SPO2410,0
1.035,0.91,1.163,0.065,0.835,1.269,SPO2411,0
0.626,0,1.185,0.301,0,1.411,SPO2412,0
0.738,0.23,1.073,0.22,0,1.171,SPO2413,0
0.95,0.874,1.016,0.035,0.84,1.043,SPO2414,0
NA,NA,NA,NA,NA,NA,SPO2415,10000
0.879,0.737,1.011,0.07,0.619,1.101,SPO2416,0
NA,NA,NA,NA,NA,NA,SPO2417,10000
0.952,0.855,1.044,0.048,0.775,1.099,SPO2418,0
1.017,0.911,1.115,0.053,0.788,1.166,SPO2419,0
1.045,0.911,1.163,0.065,0.812,1.225,SPO2420,0
NA,NA,NA,NA,NA,NA,SPO2421,10000
1.187,0.956,1.419,0.12,0.762,1.618,SPO2422,0
0.897,0.781,1.003,0.058,0.664,1.065,SPO2423,0
0.979,0.822,1.179,0.093,0.742,1.325,SPO2424,0
1.192,1.076,1.309,0.06,0.993,1.401,SPO2425,0
0.975,0.866,1.095,0.059,0.815,1.2,SPO2426,0
NA,NA,NA,NA,NA,NA,SPO2427,10000
0.89,0.678,1.116,0.113,0.532,1.304,SPO2428,0
0.997,0.79,1.186,0.103,0.644,1.307,SPO2429,0
1.01,0.911,1.109,0.052,0.801,1.193,SPO2430,0
0.942,0.773,1.08,0.08,0.623,1.13,SPO2431,0
0.963,0.82,1.154,0.088,0.77,1.319,SPO2432,0
1.034,0.929,1.139,0.054,0.85,1.209,SPO2433,0
0.936,0.864,1.005,0.037,0.804,1.043,SPO2434,0
0.978,0.944,1.017,0.019,0.924,1.05,SPO2435,0
0.971,0.915,1.028,0.029,0.878,1.071,SPO2436,0
1.048,0.943,1.158,0.055,0.868,1.227,SPO2437,0
0.373,0,1.24,0.382,0,1.24,SPO2438,348
0.924,0.862,0.984,0.031,0.817,1.027,SPO2439,0
1.096,0.908,1.305,0.101,0.791,1.487,SPO2440,0
0.959,0.86,1.055,0.051,0.797,1.114,SPO2441,0
0.957,0.884,1.032,0.038,0.831,1.089,SPO2442,0
1.017,0.895,1.158,0.07,0.839,1.253,SPO2443,0
NA,NA,NA,NA,NA,NA,SPO2444,10000
1.027,0.952,1.096,0.038,0.88,1.135,SPO2445,0
0.949,0.868,1.035,0.043,0.803,1.104,SPO2446,0
0.861,0.731,1.076,0.093,0.685,1.199,SPO2447,0
0.989,0.897,1.068,0.044,0.827,1.113,SPO2448,0
1.098,1.044,1.156,0.029,1.009,1.197,SPO2449,0
0.704,0.246,1.075,0.22,0,1.173,SPO2450,0
0.996,0.871,1.124,0.065,0.771,1.219,SPO2451,0
0.739,0,1.478,0.399,0,1.775,SPO2452,105
0.992,0.921,1.059,0.035,0.856,1.1,SPO2453,0
NA,NA,NA,NA,NA,NA,SPO2454,10000
NA,NA,NA,NA,NA,NA,SPO2455,10000
NA,NA,NA,NA,NA,NA,SPO2456,10000
NA,NA,NA,NA,NA,NA,SPO2457,10000
0.828,0.694,0.964,0.068,0.615,1.082,SPO2458,0
1.123,1.123,1.123,0,1.123,1.123,SPO2459,7721
0.319,0,1.086,0.329,0,1.086,SPO2460,371
NA,NA,NA,NA,NA,NA,SPO2461,10000
NA,NA,NA,NA,NA,NA,SPO2462,10000
NA,NA,NA,NA,NA,NA,SPO2463,10000
0.976,0.927,1.036,0.028,0.906,1.079,SPO2464,0
1.037,0.92,1.143,0.057,0.834,1.216,SPO2465,0
1.124,0.974,1.255,0.073,0.875,1.302,SPO2466,0
1.017,0.945,1.097,0.039,0.908,1.172,SPO2467,0
1.087,1.026,1.151,0.032,0.988,1.203,SPO2468,0
1.008,0.93,1.086,0.041,0.867,1.151,SPO2469,0
1.161,1.087,1.284,0.08,1.087,1.284,SPO2470,4277
NA,NA,NA,NA,NA,NA,SPO2471,10000
NA,NA,NA,NA,NA,NA,SPO2472,10000
0.934,0.839,1.034,0.052,0.762,1.124,SPO2473,0
0.482,0.364,0.589,0.059,0.271,0.652,SPO2474,0
1.102,0.991,1.222,0.061,0.927,1.285,SPO2475,38
0.914,0.613,1.238,0.158,0.455,1.452,SPO2476,5
0.67,0.207,0.996,0.202,0,1.128,SPO2477,0
1.06,1.034,1.086,0.013,1.019,1.102,SPO2478,0
0.906,0.321,1.252,0.245,0,1.364,SPO2479,12
1.07,0.962,1.178,0.056,0.882,1.261,SPO2480,0
0.478,0,1,0.362,0,1,SPO2481,598
NA,NA,NA,NA,NA,NA,SPO2482,10000
1.223,1.02,1.434,0.102,0.937,1.538,SPO2483,39
NA,NA,NA,NA,NA,NA,SPO2484,10000
1.049,0.963,1.134,0.045,0.901,1.182,SPO2486,0
1.045,0.979,1.127,0.038,0.955,1.206,SPO2487,0
1.055,0.997,1.105,0.028,0.949,1.125,SPO2488,0
0.996,0.947,1.047,0.026,0.921,1.079,SPO2489,0
1.124,1.124,1.124,0,1.124,1.124,SPO2490,7685
0.991,0.883,1.104,0.056,0.806,1.194,SPO2491,0
1,1,1,0,1,1,SPO2494,7782
0.944,0.745,1.149,0.105,0.609,1.313,SPO2496,0
0.925,0.85,0.999,0.038,0.787,1.059,SPO2498,0
1.07,0.98,1.186,0.054,0.938,1.273,SPO2499,0
1.056,1.007,1.127,0.031,0.983,1.168,SPO2500,0
1.009,0.956,1.071,0.03,0.928,1.122,SPO2501,0
1.108,0.929,1.275,0.088,0.796,1.39,SPO2502,0
NA,NA,NA,NA,NA,NA,SPO2503,10000
NA,NA,NA,NA,NA,NA,SPO2504,10000
0.944,0.838,1.044,0.053,0.746,1.105,SPO2505,0
0.726,0.241,1.035,0.217,0,1.107,SPO2506,0
0.993,0.925,1.052,0.033,0.876,1.085,SPO2507,0
0.932,0.907,0.956,0.013,0.886,0.97,SPO2508,0
0.989,0.872,1.115,0.063,0.811,1.222,SPO2509,0
NA,NA,NA,NA,NA,NA,SPO2510,10000
0.613,0.479,0.764,0.074,0.396,0.906,SPO2511,0
1.029,0.996,1.07,0.019,0.988,1.106,SPO2512,0
0.975,0.874,1.083,0.057,0.789,1.169,SPO2513,0
0.232,0,0.887,0.253,0,1.059,SPO2514,45
0.993,0.859,1.096,0.062,0.756,1.146,SPO2515,0
1.048,0.893,1.228,0.086,0.831,1.405,SPO2516,0
NA,NA,NA,NA,NA,NA,SPO2517,10000
0.993,0.926,1.058,0.034,0.882,1.112,SPO2518,0
NA,NA,NA,NA,NA,NA,SPO2519,10000
0.882,0.741,1.02,0.07,0.641,1.102,SPO2520,0
0.996,0.951,1.037,0.022,0.922,1.064,SPO2521,0
0.351,0,0.712,0.16,0,0.758,SPO2522,37
0.958,0.834,1.119,0.074,0.756,1.245,SPO2523,0
0.969,0.798,1.143,0.086,0.706,1.226,SPO2524,0
1.023,0.912,1.144,0.06,0.858,1.223,SPO2526,0
0.991,0.944,1.044,0.026,0.92,1.084,SPO2527,0
1.007,0.951,1.065,0.029,0.908,1.108,SPO2528,0
0.936,0.876,0.985,0.029,0.827,1.017,SPO2529,0
0.703,0,1.109,0.261,0,1.229,SPO2530,39
0.854,0.76,0.933,0.045,0.699,0.969,SPO2531,0
0.821,0.714,0.928,0.055,0.637,0.995,SPO2532,0
NA,NA,NA,NA,NA,NA,SPO2533,10000
0.9,0.843,0.956,0.029,0.799,0.998,SPO2534,0
1.077,0.97,1.17,0.051,0.871,1.217,SPO2535,0
0.998,0.971,1.023,0.013,0.952,1.038,SPO2536,0
1.035,0.903,1.182,0.072,0.83,1.318,SPO2537,0
0.96,0.875,1.046,0.046,0.803,1.115,SPO2538,0
0.806,0.703,0.926,0.058,0.653,1.035,SPO2539,0
0.901,0.768,1.063,0.077,0.718,1.2,SPO2540,0
0.97,0.875,1.063,0.048,0.813,1.133,SPO2541,0
0.921,0,1.19,0.308,0,1.19,SPO2542,1010
1.078,1.047,1.109,0.016,1.028,1.134,SPO2543,0
0.968,0.892,1.047,0.04,0.84,1.088,SPO2544,0
1.002,0.829,1.185,0.091,0.705,1.316,SPO2545,0
1.01,0.732,1.27,0.137,0.466,1.397,SPO2546,0
0.851,0.684,0.994,0.079,0.553,1.082,SPO2547,0
0.946,0.876,1.017,0.036,0.824,1.064,SPO2548,0
0.78,0.678,0.881,0.052,0.629,0.939,SPO2549,0
0.969,0.878,1.042,0.043,0.808,1.067,SPO2550,0
1.022,0.952,1.105,0.039,0.917,1.172,SPO2551,0
0.972,0.906,1.042,0.035,0.864,1.088,SPO2552,0
1.027,0.947,1.097,0.04,0.871,1.131,SPO2553,0
1.11,1.045,1.186,0.036,1.013,1.252,SPO2554,0
0.968,0.867,1.078,0.056,0.788,1.144,SPO2555,0
0.87,0.819,0.922,0.026,0.778,0.966,SPO2556,0
0.93,0.792,1.071,0.071,0.678,1.17,SPO2559,0
0.967,0.943,0.992,0.012,0.931,1.004,SPO2560,0
0.912,0.837,0.994,0.041,0.791,1.052,SPO2561,0
0.939,0.841,1.042,0.052,0.776,1.105,SPO2562,0
0.88,0.781,0.994,0.056,0.736,1.094,SPO2563,0
1.04,0.885,1.201,0.082,0.806,1.311,SPO2564,0
1.031,0.952,1.103,0.038,0.9,1.15,SPO2565,0
0.916,0.837,1.008,0.044,0.794,1.069,SPO2566,0
0.815,0.313,1.205,0.233,0,1.427,SPO2567,0
1.04,0.993,1.091,0.025,0.965,1.126,SPO2568,0
0.911,0.859,0.962,0.027,0.833,0.974,SPO2569,0
0,0,0,0,0,0,SPO2570,3208
0.973,0.918,1.027,0.027,0.877,1.08,SPO2571,0
0.954,0.861,1.068,0.054,0.81,1.167,SPO2572,0
1.138,1.111,1.179,0.018,1.1,1.207,SPO2573,0
0.913,0.814,0.998,0.048,0.728,1.041,SPO2574,0
1.054,1.006,1.094,0.023,0.973,1.115,SPO2575,0
1.17,1.038,1.308,0.067,0.991,1.407,SPO2576,0
1.106,0.942,1.268,0.085,0.875,1.369,SPO2577,0
0.223,0.078,0.333,0.068,0,0.361,SPO2578,0
1.035,0.981,1.087,0.027,0.933,1.115,SPO2579,0
1.176,0.991,1.366,0.096,0.858,1.534,SPO2580,0
1.089,1.001,1.173,0.045,0.919,1.237,SPO2581,0
1.004,0.937,1.07,0.034,0.882,1.113,SPO2582,0
0.994,0.926,1.045,0.031,0.879,1.074,SPO2583,0
0.932,0.876,0.985,0.029,0.823,1.012,SPO2584,0
NA,NA,NA,NA,NA,NA,SPO2585,10000
0.925,0.876,0.969,0.024,0.836,0.995,SPO2586,0
1.032,0.823,1.243,0.108,0.636,1.408,SPO2587,0
1.046,0.968,1.107,0.036,0.923,1.135,SPO2588,0
0.542,0.187,0.872,0.178,0,1.023,SPO2589,0
0.916,0.83,1.005,0.045,0.768,1.098,SPO2590,0
1.072,0.983,1.156,0.045,0.923,1.197,SPO2591,0
0.98,0.886,1.078,0.049,0.819,1.155,SPO2592,0
NA,NA,NA,NA,NA,NA,SPO2594,10000
NA,NA,NA,NA,NA,NA,SPO2595,10000
NA,NA,NA,NA,NA,NA,SPO2596,10000
1.104,0.851,1.484,0.169,0.783,1.758,SPO2597,0
1.073,1.004,1.142,0.035,0.951,1.201,SPO2598,0
1.068,0.918,1.223,0.078,0.808,1.351,SPO2601,0
1.041,0.944,1.129,0.048,0.872,1.17,SPO2602,0
1.053,0.978,1.132,0.039,0.929,1.192,SPO2603,0
0.997,0.818,1.121,0.08,0.705,1.161,SPO2604,0
0.953,0.894,1.027,0.034,0.867,1.078,SPO2605,0
0.938,0.88,0.996,0.03,0.837,1.043,SPO2606,0
1.053,1.014,1.103,0.023,1,1.154,SPO2607,0
0.847,0.777,0.914,0.036,0.721,0.976,SPO2608,0
0.941,0.85,1.029,0.046,0.796,1.057,SPO2609,0
1.102,1.025,1.174,0.038,0.959,1.216,SPO2610,0
1.073,1.03,1.111,0.021,0.998,1.138,SPO2612,0
0.865,0.697,1.025,0.085,0.587,1.138,SPO2613,0
1.043,0.96,1.124,0.042,0.905,1.186,SPO2614,0
1.01,0.966,1.048,0.021,0.932,1.07,SPO2615,0
0.971,0.874,1.069,0.05,0.804,1.129,SPO2616,0
1.008,0.974,1.045,0.018,0.95,1.076,SPO2617,0
NA,NA,NA,NA,NA,NA,SPO2619,10000
NA,NA,NA,NA,NA,NA,SPO2620,10000
0,0,0,0,0,0,SPO2621,3218
1.029,0.929,1.119,0.05,0.855,1.197,SPO2622,0
1.016,0.963,1.081,0.031,0.939,1.129,SPO2623,0
0.94,0.355,1.269,0.251,0,1.395,SPO2624,0
0.683,0,0.999,0.247,0,0.999,SPO2625,1029
1.034,0.967,1.105,0.036,0.932,1.17,SPO2626,0
0.941,0.825,1.057,0.059,0.74,1.147,SPO2627,0
0.955,0.866,1.041,0.045,0.81,1.087,SPO2628,0
1.016,0.876,1.158,0.072,0.749,1.257,SPO2629,0
0.998,0.936,1.054,0.03,0.893,1.088,SPO2630,0
0.381,0.081,0.681,0.153,0,0.754,SPO2632,0
0.235,0,0.705,0.203,0,1,SPO2633,0
0.244,0,0.499,0.126,0,0.61,SPO2634,0
0.795,0.625,0.962,0.087,0.463,1.058,SPO2635,0
NA,NA,NA,NA,NA,NA,SPO2636,10000
NA,NA,NA,NA,NA,NA,SPO2637,10000
NA,NA,NA,NA,NA,NA,SPO2638,10000
0.771,0.559,0.953,0.101,0.422,1.032,SPO2639,0
0.884,0.743,1.02,0.071,0.642,1.138,SPO2640,0
1.034,0.917,1.13,0.055,0.808,1.157,SPO2641,0
0.844,0.746,0.937,0.049,0.674,1.003,SPO2642,0
1.112,0.42,1.446,0.213,0.42,1.446,SPO2643,343
0.9,0.744,1.054,0.079,0.665,1.175,SPO2644,0
0.927,0.741,1.09,0.091,0.586,1.178,SPO2645,0
1.011,0.953,1.072,0.031,0.925,1.107,SPO2646,0
0.995,0.91,1.077,0.043,0.846,1.12,SPO2647,0
0.51,0,1.236,0.343,0,1.335,SPO2648,178
1.086,1.038,1.135,0.026,1.001,1.178,SPO2649,0
0.661,0.22,0.933,0.191,0,1.008,SPO2650,0
0.991,0.897,1.086,0.049,0.834,1.155,SPO2651,0
0.685,0.218,1.007,0.204,0,1.133,SPO2652,0
0.986,0.879,1.078,0.052,0.791,1.143,SPO2652a,0
0,0,0,0,0,0,SPO2653,0
0.275,0,0.553,0.137,0,0.587,SPO2654,0
NA,NA,NA,NA,NA,NA,SPO2655,10000
1.03,0.98,1.079,0.025,0.944,1.113,SPO2656,0
0.732,0.502,0.968,0.116,0.465,1.052,SPO2657,0
0.64,0,1.098,0.25,0,1.098,SPO2658,639
0.978,0.74,1.168,0.148,0.74,1.168,SPO2659,1517
NA,NA,NA,NA,NA,NA,SPO2660,10000
0.994,0.762,1.18,0.11,0.575,1.286,SPO2661,0
