"spo","pval","gene","funct","NCBI","padj"
"SPO1031",0.9868,"SPO1031","hypothetical protein","",1
"SPO1032",0.9926,"SPO1032","hypothetical protein","SPO_RS05195",1
"SPO1033",0.172,"SPO1033","hypothetical protein","SPO_RS05200",0.95124255952381
"SPO1034",0.9924,"SPO1034","hypothetical protein","SPO_RS05205",1
"SPO1036",0.0294,"SPO1036","site-specific recombinase, phage integrase family","SPO_RS05215",0.340563253012048
"SPO1037",0.6854,"SPO1037","hypothetical protein","SPO_RS05220",1
"SPO1038",0.534,"SPO1038","hypothetical protein","",1
"SPO1039",0.821,"SPO1039","hypothetical protein","SPO_RS05235",1
"SPO1040",1.0258,"SPO1040","hypothetical protein","SPO_RS05240",1
"SPO1041",0.8836,"SPO1041","hypothetical protein","SPO_RS05245",1
"SPO1042",0,"SPO1042","hypothetical protein","SPO_RS05250",0
"SPO1043",0.9052,"SPO1043","hypothetical protein","SPO_RS05255",1
"SPO1044",0.3178,"SPO1044","hypothetical protein","",1
"SPO1044a",0.6244,"SPO1044a","hypothetical protein","SPO_RS05270",1
"SPO1045",0.9922,"SPO1045","hypothetical protein","SPO_RS22790",1
"SPO1046",0.6322,"SPO1046","hypothetical protein","SPO_RS22795",1
"SPO1047",0.4212,"SPO1047","RNA-dependent DNA polymerase, putative","SPO_RS22425",1
"SPO1048",0.8926,"SPO1048","hypothetical protein","SPO_RS05275",1
"SPO1049",NA,"SPO1049","DNA methylase, C-5 cytosine-specific family","SPO_RS22430",NA
"SPO1050",0.8988,"SPO1050","site-specific recombinase, phage integrase family","SPO_RS05300",1
"SPO1051",0.8282,"SPO1051","hypothetical protein","SPO_RS05320",1
"SPO1052",0.927,"SPO1052","hypothetical protein","SPO_RS05330",1
"SPO1053",0.0288,"SPO1053","hypothetical protein","SPO_RS05345",0.340563253012048
"SPO1054",0.2344,"SPO1054","hypothetical protein","SPO_RS05350",1
"SPO1055",0.6758,"SPO1055","hypothetical protein","SPO_RS05355",1
"SPO1056",0.7546,"SPO1056","hypothetical protein","SPO_RS05360",1
"SPO1057",0.5332,"SPO1057","transcriptional regulator, AraC family","SPO_RS05365",1
"SPO1058",0.9916,"SPO1058","acyltransferase, HtrB family","SPO_RS05370",1
"SPO1059",0.7736,"SPO1059","serine/threonine protein kinase","SPO_RS22140",1
"SPO1060",0.4314,"SPO1060","hypothetical protein","SPO_RS05380",1
"SPO1061",0.3948,"SPO1061","LysM domain protein","SPO_RS05385",1
"SPO1062",0.772,"SPO1062","LysM domain protein","SPO_RS05390",1
"SPO1063",0.143,"SPO1063","hypothetical protein","SPO_RS05395",0.874424960505529
"SPO1064",0.0264,"SPO1064","serine/threonine protein phosphatase, putative","SPO_RS05400",0.340563253012048
"SPO1065",0.129,"SPO1065","hypothetical protein","SPO_RS05405",0.874424960505529
"SPO1066",0.9972,"SPO1066","hypothetical protein","SPO_RS05410",1
"SPO1067",0.6196,"SPO1067","hypothetical protein","SPO_RS05415",1
"SPO1068",0.6558,"SPO1068","hypothetical protein","SPO_RS05420",1
"SPO1069",1.0492,"SPO1069","hypothetical protein","SPO_RS05425",1
"SPO1070",0.258,"SPO1070","hypothetical protein","SPO_RS05430",1
"SPO1071",0.994,"SPO1071","glutamine amidotransferase, class-I","SPO_RS05435",1
"SPO1072",0.9606,"SPO1072","putative protein TIGR01033","SPO_RS05440",1
"SPO1073",0.344,"SPO1073","bordetella uptake gene family protein","SPO_RS05445",1
"SPO1074",0.0796,"SPO1074","hypothetical protein","SPO_RS05450",0.744612658227848
"SPO1075",0.865,"SPO1075","hypothetical protein","SPO_RS05455",1
"SPO1076",0.813,"SPO1076","trkA-C domain protein","SPO_RS05460",1
"SPO1077",0.118,"SPO1077","nitroreductase family protein","SPO_RS05465",0.839901923076923
"SPO1078",0.3396,"SPO1078","transcriptional regulator, LysR family","SPO_RS05470",1
"SPO1079",0.5334,"SPO1079","L-lysine exporter, putative","SPO_RS05475",1
"SPO1080",1.1014,"SPO1080","hypothetical protein","SPO_RS05480",1
"SPO1081",0.2522,"SPO1081","hypothetical protein","",1
"SPO1082",0.4888,"betI","HTH-type transcriptional regulator BetI","SPO_RS05490",1
"SPO1083",1.0038,"betC","choline sulfatase","SPO_RS05495",1
"SPO1084",0.9758,"SPO1084","hypothetical protein","SPO_RS05500",1
"SPO1085",0.3632,"SPO1085","hypothetical protein","SPO_RS05505",1
"SPO1086",0.6346,"SPO1086","transcriptional regulator, TetR family","SPO_RS05510",1
"SPO1087",0.232,"betT","choline transporter","SPO_RS05515",1
"SPO1088",1.0248,"betA","choline dehydrogenase","SPO_RS05520",1
"SPO1089",0.278,"SPO1089","hypothetical protein","SPO_RS05525",1
"SPO1090",0.6432,"SPO1090","DNA-binding protein, putative","SPO_RS05530",1
"SPO1091",0.3092,"SPO1091","YCII-related domain protein","SPO_RS05535",1
"SPO1092",0.9912,"SPO1092","transcriptional regulator, LysR family","SPO_RS05540",1
"SPO1093",1.0014,"SPO1093","drug resistance transporter, Bcr/CflA family","SPO_RS05545",1
"SPO1094",1.0064,"pccB","propionyl-CoA carboxylase, beta subunit","SPO_RS05550",1
"SPO1094a",0,"SPO1094a","hypothetical protein","SPO_RS05555",0
"SPO1095",0.2322,"SPO1095","hypothetical protein","SPO_RS22440",1
"SPO1097",0.2298,"SPO1097","hypothetical protein","SPO_RS05570",1
"SPO1098",0.1904,"SPO1098","hypothetical protein","SPO_RS05575",1
"SPO1101",0.1482,"pccA","propionyl-CoA carboxylase, alpha subunit","SPO_RS05585",0.874424960505529
"SPO1102",0.576,"SPO1102","lipoprotein, putative","SPO_RS05590",1
"SPO1103",0.8312,"SPO1103","hypothetical protein","",1
"SPO1104",0.1436,"SPO1104","hypothetical protein","SPO_RS05600",0.874424960505529
"SPO1106",0.1418,"SPO1106","hypothetical protein","SPO_RS05610",0.874424960505529
"SPO1107",0.8934,"SPO1107","phosphinothricin N-acetyltransferase, putative","SPO_RS05615",1
"SPO1108",1.0014,"SPO1108","DnaJ-like protein DjlA, putative","SPO_RS05620",1
"SPO1109",0,"SPO1109","endonuclease/exonuclease/phosphatase family protein","SPO_RS05625",0
"SPO1110",0.1912,"SPO1110","transcriptional regulator, LysR family","SPO_RS05635",1
"SPO1111",0.943,"SPO1111","hypothetical protein","SPO_RS05640",1
"SPO1112",0.6956,"SPO1112","TRAP transporter, periplasmic protein","SPO_RS05645",1
"SPO1113",0.9998,"SPO1113","TRAP transporter, transmembrane protein, putative","SPO_RS05650",1
"SPO1114",1.0214,"SPO1114","TRAP dicarboxylate transporter, DctM subunit","SPO_RS05655",1
"SPO1115",0.5638,"SPO1115","hypothetical protein","SPO_RS05660",1
"SPO1116",0.4294,"SPO1116","hypothetical protein","SPO_RS05665",1
"SPO1117",0.2568,"SPO1117","phosphatase, Ppx/GppA family","SPO_RS05670",1
"SPO1119",0.143,"SPO1119","membrane protein","SPO_RS05680",0.874424960505529
"SPO1120",0.1728,"SPO1120","hypothetical protein","SPO_RS05685",0.95124255952381
"SPO1122",0.4834,"SPO1122","hypothetical protein","SPO_RS05695",1
"SPO1125",0.5986,"SPO1125","hypothetical protein","SPO_RS05710",1
"SPO1126",0,"SPO1126","cytochrome c family protein","SPO_RS05715",0
"SPO1127",0.0578,"SPO1127","cytochrome c family protein","SPO_RS05720",0.568007978723404
"SPO1128",0.1136,"SPO1128","hypothetical protein","SPO_RS05725",0.839901923076923
"SPO1129",0.1392,"SPO1129","hypothetical protein","SPO_RS05730",0.874424960505529
"SPO1130",0.6968,"SPO1130","thioesterase family protein","SPO_RS05735",1
"SPO1131",1.3486,"SPO1131","glycine betaine/proline ABC transporter, periplasmic substrate-binding protein","SPO_RS05740",1
"SPO1132",0.7604,"SPO1132","glycine betaine/proline ABC transporter, ATP-binding protein","SPO_RS05745",1
"SPO1133",0.602,"SPO1133","glycine betaine/proline ABC transporter, permease protein","SPO_RS05750",1
"SPO1134",0.9934,"SPO1134","NnrU family protein","SPO_RS05755",1
"SPO1135",0.0284,"SPO1135","hypothetical protein","SPO_RS05760",0.340563253012048
"SPO1136",0.492,"atf","Diaminobutyric acid transaminase","SPO_RS05765",1
"SPO1137",0.3714,"ssd","Aspartate-semialdehyde dehydrogenase","SPO_RS05770",1
"SPO1138",0.0816,"asnC","asnC transcriptional regulator","SPO_RS05775",0.750029850746269
"SPO1139",0.3342,"eutE","ectoine utilization protein EutE","SPO_RS05780",1
"SPO1140",0.7932,"eutD","Ectoine hydrolase","SPO_RS05785",1
"SPO1141",0.5946,"eutC","ornithine cyclodeaminase/mu-crystallin family protein","SPO_RS05790",1
"SPO1142",0.12,"eutB","ectoine utilization protein EutB","SPO_RS05795",0.841366223908918
"SPO1143",0.9868,"eutA","Ectoine utilization protein EutA","SPO_RS05800",1
"SPO1144",0.9112,"SPO1144","universal stress protein family protein","SPO_RS05805",1
"SPO1145",0.34,"uehC","Ectoine/5-hydroxyectoine TRAP transporter, periplasmic binding protein","SPO_RS05810",1
"SPO1146",0.261,"uehB","Ectoine/5-hydroxyectoine TRAP transporter, small integral membrane protein","SPO_RS05815",1
"SPO1147",0.6202,"uehA","Ectoine/5-hydroxyectoine TRAP transporter, large integral membrane protein","SPO_RS05820",1
"SPO1148",1.0226,"enuR","Ectoine/5-hydroxyectoine transcriptional regulator","SPO_RS05825",1
"SPO1150",0.6244,"SPO1150","RNA methyltransferase, TrmH family, group 3","SPO_RS05830",1
"SPO1151",0.847,"SPO1151","hypothetical protein","SPO_RS05835",1
"SPO1152",0.084,"SPO1152","twin-arginine translocation pathway signal sequence domain protein, putative","SPO_RS05840",0.751316666666667
"SPO1153",0.8602,"SPO1153","CoA-binding domain protein","SPO_RS05845",1
"SPO1154",0.9874,"SPO1154","lipoprotein, putative","SPO_RS05850",1
"SPO1155",0.1394,"hisE","Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)","SPO_RS05855",0.874424960505529
"SPO1156",NA,"hisF","imidazole glycerol phosphate synthase, cyclase subunit","SPO_RS05860",NA
"SPO1159",0.8922,"SPO1159","hypothetical protein","SPO_RS05875",1
"SPO1160",0.9796,"SPO1160","hypothetical protein","SPO_RS05880",1
"SPO1161",0.5512,"SPO1161","transcriptional regulator, AraC family","SPO_RS05885",1
"SPO1164",0.5596,"SPO1164","hypothetical protein","SPO_RS05900",1
"SPO1165",0.7546,"SPO1165","hypothetical protein","SPO_RS05905",1
"SPO1166",1.0286,"SPO1166","aminotransferase, class III family","SPO_RS05910",1
"SPO1168",0.4302,"SPO1168","hypothetical protein","SPO_RS05920",1
"SPO1171",0,"pyc","pyruvate carboxylase","SPO_RS05935",0
"SPO1172",0.1998,"SPO1172","FMN-dependent alpha-hydroxy acid dehydrogenase family protein","SPO_RS05940",1
"SPO1173",0.2604,"SPO1173","diguanylate cyclase, putative","SPO_RS05945",1
"SPO1174",0.9908,"SPO1174","DNA helicase II, putative","SPO_RS05950",1
"SPO1175",0.7798,"SPO1175","hypothetical protein","SPO_RS05955",1
"SPO1176",0.8614,"SPO1176","Ser/Thr protein phosphatase family protein","SPO_RS05960",1
"SPO1181",0.7196,"SPO1181","penicillin-binding protein","SPO_RS05985",1
"SPO1185",1.0238,"SPO1185","hypothetical protein","SPO_RS06005",1
"SPO1186",0.337,"SPO1186","TPR domain protein","SPO_RS06010",1
"SPO1188",0.7214,"SPO1188","putative protein TIGR00275","SPO_RS06020",1
"SPO1189",0,"SPO1189","hypothetical protein","SPO_RS06025",0
"SPO1190",0.9372,"SPO1190","transcriptional regulator family protein","SPO_RS06030",1
"SPO1191",0.8882,"gst","glutathione S-transferase","SPO_RS06035",1
"SPO1192",0.8826,"SPO1192","hypothetical protein","SPO_RS06040",1
"SPO1194",NA,"SPO1194","cell division protein FtsW","SPO_RS06050",NA
"SPO1197",1.016,"SPO1197","amino acid permease","SPO_RS06065",1
"SPO1199",0.8062,"SPO1199","hypothetical protein","SPO_RS06085",1
"SPO1204",0.8298,"ftsZ","cell division protein FtsZ","SPO_RS06110",1
"SPO1205",NA,"lpxC","UDP-3-0-acyl N-acetylglucosamine deacetylase","SPO_RS06115",NA
"SPO1206",0.2686,"SPO1206","competence lipoprotein ComL, putative","SPO_RS06120",1
"SPO1207",0.1642,"recN","DNA repair protein RecN","SPO_RS06125",0.945045171339564
"SPO1208",0.3086,"SPO1208","voltage-gated chloride channel family protein","SPO_RS06130",1
"SPO1209",0,"SPO1209","MlrC domain protein","SPO_RS06135",0
"SPO1210",0.4344,"SPO1210","oligopeptide ABC transporter, periplasmic oligopeptide-binding protein","SPO_RS06140",1
"SPO1211",0.0298,"SPO1211","oligopeptide ABC transporter, permease protein","SPO_RS06145",0.340563253012048
"SPO1212",0.8124,"SPO1212","oligopeptide ABC transporter, permease protein","SPO_RS06150",1
"SPO1213",0.704,"SPO1213","oligopeptide ABC transporter, ATP-binding protein","SPO_RS06155",1
"SPO1214",0.5348,"SPO1214","hippurate hydrolase","SPO_RS06160",1
"SPO1215",0.5658,"SPO1215","peptidase, M20/M25/M40 family","SPO_RS06165",1
"SPO1216",0.686,"SPO1216","hypothetical protein","SPO_RS06170",1
"SPO1217",0.9712,"SPO1217","DNA-binding protein, putative","SPO_RS06175",1
"SPO1218",0.6966,"SPO1218","site-specific recombinase, phage integrase family","SPO_RS06190",1
"SPO1219",0,"SPO1219","site-specific recombinase, phage integrase family","SPO_RS06195",0
"SPO1220",0.4346,"SPO1220","hypothetical protein","SPO_RS06200",1
"SPO1221",0.9984,"SPO1221","hypothetical protein","SPO_RS22805",1
"SPO1222",0.173,"SPO1222","site-specific recombinase, resolvase family","SPO_RS06210",0.95124255952381
"SPO1223",0.5912,"SPO1223","hypothetical protein","SPO_RS06215",1
"SPO1224",1.011,"SPO1224","hypothetical protein","SPO_RS06220",1
"SPO1225",0.9022,"SPO1225","hypothetical protein","",1
"SPO1226",0.0286,"SPO1226","lipoprotein, putative","SPO_RS22815",0.340563253012048
"SPO1226a",0.7356,"SPO1226a","hypothetical protein","SPO_RS22820",1
"SPO1227",1.0716,"SPO1227","hypothetical protein","SPO_RS06235",1
"SPO1228",0.7602,"SPO1228","hypothetical protein","SPO_RS06240",1
"SPO1229",0.779,"SPO1229","hypothetical protein","SPO_RS06250",1
"SPO1230",0.0966,"SPO1230","hypothetical protein","SPO_RS22145",0.791434589800444
"SPO1231",0.0912,"SPO1231","hypothetical protein","SPO_RS06260",0.758750556792873
"SPO1232",0.7154,"SPO1232","DNA-binding protein, H-NS family","SPO_RS06265",1
"SPO1233",0.2516,"SPO1233","hypothetical protein","SPO_RS06270",1
"SPO1234",1.2784,"SPO1234","hypothetical protein","SPO_RS06275",1
"SPO1235",0,"SPO1235","hypothetical protein","SPO_RS06285",0
"SPO1236",1.1668,"SPO1236","hypothetical protein","SPO_RS06290",1
"SPO1237",0.5748,"SPO1237","hypothetical protein","SPO_RS06295",1
"SPO1240",0,"SPO1240","type I secretion outer membrane protein, TolC family","SPO_RS06315",0
"SPO1241",0,"SPO1241","hypothetical protein","SPO_RS06320",0
"SPO1243",1.0052,"SPO1243","hypothetical protein","",1
"SPO1244",0.395,"efp","translation elongation factor P","SPO_RS06335",1
"SPO1245",0,"SPO1245","ABC transporter, permease protein","SPO_RS06340",0
"SPO1246",0.1248,"SPO1246","aminomethyl transferase family protein","SPO_RS06345",0.860328358208955
"SPO1247",0.9176,"SPO1247","glycosyl transferase, group 2 family protein","SPO_RS06350",1
"SPO1249",0,"SPO1249","paraquat-inducible protein, putative","SPO_RS06365",0
"SPO1250",1.0012,"SPO1250","lipoprotein, putative","SPO_RS06370",1
"SPO1251",0.7424,"SPO1251","hypothetical protein","SPO_RS06375",1
"SPO1252a",0.9904,"SPO1252a","Transcriptional regulator","SPO_RS22455",1
"SPO1254",0.1134,"SPO1254","hypothetical protein","SPO_RS06390",0.839901923076923
"SPO1255",1.256,"SPO1255","alkylhydroperoxidase AhpD family core domain protein","SPO_RS06395",1
"SPO1256",0.6804,"ppk2","polyphosphate kinase 2","SPO_RS06400",1
"SPO1257",0.2908,"SPO1257","glutathione S-transferase family protein","SPO_RS06405",1
"SPO1259",0.8772,"SPO1259","hypothetical protein","SPO_RS06415",1
"SPO1260",0.1222,"SPO1260","MATE efflux family protein","SPO_RS06420",0.850337099811676
"SPO1261",0.8566,"SPO1261","transcriptional regulator, MarR family","SPO_RS06425",1
"SPO1262",0.6544,"SPO1262","hypothetical protein","SPO_RS06430",1
"SPO1263",0.9974,"SPO1263","hypothetical protein","SPO_RS06435",1
"SPO1264",0.0892,"aspC-2","aspartate aminotransferase","SPO_RS06440",0.754219679633867
"SPO1265",0.382,"SPO1265","DNA-binding protein, putative","SPO_RS06445",1
"SPO1267",0.7538,"SPO1267","transcriptional regulator, MarR family","SPO_RS06455",1
"SPO1268",1.0656,"SPO1268","lipoprotein, putative","SPO_RS06460",1
"SPO1269",NA,"SPO1269","hypothetical protein","SPO_RS06465",NA
"SPO1270",0.5156,"SPO1270","lactoylglutathione lyase, putative","SPO_RS06470",1
"SPO1271",1.0188,"SPO1271","hypothetical protein","SPO_RS06475",1
"SPO1272",1.004,"SPO1272","hypothetical protein","SPO_RS06480",1
"SPO1274",0.999,"SPO1274","hypothetical protein","",1
"SPO1275",0.423,"SPO1275","cold shock family protein","SPO_RS06495",1
"SPO1276",0.028,"SPO1276","ArsC family protein","SPO_RS06500",0.340563253012048
"SPO1277",0.2818,"SPO1277","hypothetical protein","SPO_RS06505",1
"SPO1278",0.8242,"SPO1278","hypothetical protein","SPO_RS06510",1
"SPO1279",0.9864,"SPO1279","hypothetical protein","SPO_RS06515",1
"SPO1280",0.5022,"SPO1280","hypothetical protein","SPO_RS06520",1
"SPO1284",0,"SPO1284","transcriptional regulator, ArsR family","SPO_RS06540",0
"SPO1285",0.5536,"SPO1285","hypothetical protein","SPO_RS06545",1
"SPO1286",0.1444,"SPO1286","hypothetical protein","SPO_RS06550",0.874424960505529
"SPO1287",0.3564,"SPO1287","glyoxalase family protein","SPO_RS06555",1
"SPO1288",0.652,"SPO1288","hypothetical protein","SPO_RS06560",1
"SPO1289",0.8276,"SPO1289","hydrolase, alpha/beta fold family","SPO_RS06565",1
"SPO1290",0.8406,"SPO1290","hypothetical protein","SPO_RS06570",1
"SPO1291",0.9968,"phaZ","polyhydroxyalkanoate depolymerase, intracellular","SPO_RS06575",1
"SPO1292",0.1946,"phaC","poly(3-hydroxyalkanoate) polymerase","SPO_RS06580",1
"SPO1293",0,"phaP","phasin, PhaP","SPO_RS06585",0
"SPO1294",0.0314,"SPO1294","polyhydroxyalkanoate synthesis repressor PhaR","SPO_RS06590",0.342724637681159
"SPO1295",0.4744,"SPO1295","aminotransferase, DegT/DnrJ/EryC1/StrS family","SPO_RS06595",1
"SPO1298",1.015,"SPO1298","oxidoreductase, aldo/keto reductase family protein","SPO_RS06610",1
"SPO1299",0.6584,"SPO1299","transcriptional regulator, LysR family","SPO_RS22460",1
"SPO1300",1.0054,"SPO1300","glutamine synthetase family protein","SPO_RS06625",1
"SPO1301",0.554,"SPO1301","glutamine amidotransferase, class I","SPO_RS06630",1
"SPO1302",0.5188,"SPO1302","glutamine synthetase family protein","SPO_RS06635",1
"SPO1303",0.637,"SPO1303","fructosyl-amino acid oxidase, putative","SPO_RS06640",1
"SPO1304",0.7006,"SPO1304","His/Glu/Gln/Arg/opine family ABC transporter, permease protein","SPO_RS06645",1
"SPO1305",0.7326,"SPO1305","ABC transporter, permease protein, HisMQ family","SPO_RS06650",1
"SPO1306",0.1116,"SPO1306","His/Glu/Gln/Arg/opine family ABC transporter, periplasmic His/Glu/Gln/Arg/opine family-binding protein","SPO_RS06655",0.839901923076923
"SPO1307",1.1634,"SPO1307","His/Glu/Gln/Arg/opine family ABC transporter, ATP-binding protein","SPO_RS06660",1
"SPO1308",1.006,"SPO1308","hypothetical protein","SPO_RS06665",1
"SPO1309",0.91,"SPO1309","hypothetical protein","SPO_RS06670",1
"SPO1310",0.8124,"SPO1310","hypothetical protein","SPO_RS06675",1
"SPO1310a",0.8686,"SPO1310a","hypothetical protein","SPO_RS06680",1
"SPO1311",0.8472,"SPO1311","renal dipeptidase family protein","SPO_RS06685",1
"SPO1312",0.2282,"pyrG","CTP synthase","SPO_RS06690",1
"SPO1314",0.0282,"nthA","nitrile hydratase subunit alpha","SPO_RS06700",0.340563253012048
"SPO1315",0.1484,"nthB","nitrile hydratase beta subunit","SPO_RS06705",0.874424960505529
"SPO1316",0.47,"SPO1316","hypothetical protein","SPO_RS06710",1
"SPO1318",0.998,"purA","adenylosuccinate synthetase","SPO_RS06720",1
"SPO1319",0.4282,"SPO1319","hypothetical protein","SPO_RS06725",1
"SPO1320",0.7308,"SPO1320","lipoprotein, putative","SPO_RS06730",1
"SPO1321",0.8632,"SPO1321","thiamine pyrophosphokinase","SPO_RS06735",1
"SPO1322",0,"SPO1322","hypothetical protein","SPO_RS06740",0
"SPO1323",0.991,"sdaA","L-serine ammonia-lyase","SPO_RS06745",1
"SPO1324",0.497,"SPO1324","glutathione S-transferase family protein","SPO_RS06750",1
"SPO1325",0.4262,"SPO1325","lipoprotein, putative","SPO_RS06755",1
"SPO1327",0.14,"rpiA","ribose 5-phosphate isomerase","SPO_RS06765",0.874424960505529
"SPO1328",0.793,"gor","glutathione-disulfide reductase","SPO_RS06770",1
"SPO1329",0.3826,"SPO1329","HflK protein","SPO_RS06775",1
"SPO1330",0.0278,"hflC","HflC protein","SPO_RS06780",0.340563253012048
"SPO1331",0.8706,"SPO1331","hypothetical protein","SPO_RS06785",1
"SPO1332",2,"SPO1332","hypothetical protein","SPO_RS06790",1
"SPO1333",0,"SPO1333","periplasmic serine protease, DO/DeqQ family","SPO_RS06795",0
"SPO1334",0.9004,"SPO1334","hypothetical protein","SPO_RS06800",1
"SPO1335",0.6582,"SPO1335","transcriptional regulator, Crp/Fnr family","SPO_RS06805",1
"SPO1337",0.5206,"SPO1337","hypothetical protein","SPO_RS06815",1
"SPO1337a",0.8596,"SPO1337a","hypothetical protein","SPO_RS06820",1
"SPO1339",1.0242,"ftsY","signal recognition particle-docking protein FtsY","SPO_RS06825",1
"SPO1340",0.8234,"SPO1340","hypothetical protein","SPO_RS06830",1
"SPO1341",NA,"SPO1341","alkane-1 monooxygenase, putative","SPO_RS06835",NA
"SPO1342",0.6532,"SPO1342","hypothetical protein","SPO_RS06840",1
"SPO1343",1.021,"SPO1343","glutathione S-transferase family protein","SPO_RS06845",1
"SPO1344",0.057,"xseA","exodeoxyribonuclease VII, large subunit","SPO_RS06850",0.567093582887701
"SPO1345",0.1444,"purD","phosphoribosylamine--glycine ligase","SPO_RS06855",0.874424960505529
"SPO1346",0.5082,"SPO1346","transcriptional regulator, LuxR family/sensory box protein","SPO_RS06860",1
"SPO1347",0.9882,"SPO1347","hypothetical protein","SPO_RS06865",1
"SPO1349",0.9892,"SPO1349","lipoprotein, putative","SPO_RS06875",1
"SPO1351",0,"metZ","O-succinylhomoserine sulfhydrylase","SPO_RS06880",0
"SPO1352a",0.4282,"SPO1352a","hypothetical protein","SPO_RS06890",1
"SPO1354",0.8826,"SPO1354","peptidoglycan binding domain protein","SPO_RS06900",1
"SPO1356",1.0148,"SPO1356","methyltransferase, FkbM family","SPO_RS06910",1
"SPO1356a",0.3544,"SPO1356a","Signal transduction","SPO_RS06915",1
"SPO1357",0.4242,"gltS","sodium/glutamate symporter","SPO_RS06920",1
"SPO1358",0.8494,"glyS","glycyl-tRNA synthetase, beta subunit","SPO_RS06925",1
"SPO1359",0.0788,"ppdK","pyruvate, phosphate dikinase","SPO_RS06930",0.739
"SPO1360",0.1724,"SPO1360","hypothetical protein","SPO_RS06935",0.95124255952381
"SPO1361",0.3374,"SPO1361","multicopper oxidase domain protein","SPO_RS06940",1
"SPO1364a",0.8434,"SPO1364a","hypothetical protein","SPO_RS06960",1
"SPO1365",0.9258,"SPO1365","hypothetical protein","SPO_RS06965",1
"SPO1366",1.008,"ilvC","ketol-acid reductoisomerase","SPO_RS06970",1
"SPO1367",0.0306,"SPO1367","transcriptional regulator, AsnC family","SPO_RS06975",0.340563253012048
"SPO1368",0.531,"SPO1368","transcriptional regulator, AsnC family","SPO_RS06980",1
"SPO1369",0.4018,"SPO1369","transcriptional regulator, GntR family","SPO_RS06985",1
"SPO1370",0.3236,"SPO1370","aminotransferase family protein","SPO_RS06990",1
"SPO1372",0.5376,"SPO1372","hypothetical protein","SPO_RS07000",1
"SPO1373",0.0832,"SPO1373","hypothetical protein","SPO_RS07005",0.751316666666667
"SPO1374",0.418,"SPO1374","pyrimidine 5'-nucleotidase","SPO_RS07010",1
"SPO1375",0.231,"SPO1375","transcriptional regulator, GntR family","SPO_RS07015",1
"SPO1376",1.0134,"SPO1376","glycosyl transferase, group 2 family protein","SPO_RS07020",1
"SPO1379",0.9576,"SPO1379","prephenate dehydrogenase, putative","SPO_RS07040",1
"SPO1380",0.843,"SPO1380","hypothetical protein","SPO_RS07045",1
"SPO1381",0.7694,"SPO1381","hypothetical protein","SPO_RS07050",1
"SPO1382",0.6238,"SPO1382","hypothetical protein","SPO_RS07055",1
"SPO1383",0,"ctaD","cytochrome c oxidase, aa3-type, subunit I","SPO_RS07060",0
"SPO1384",0.1506,"SPO1384","transcriptional regulator, MarR family","SPO_RS07065",0.876325984251969
"SPO1385",0.201,"SPO1385","twin-arginine translocation pathway signal sequence domain protein","SPO_RS07070",1
"SPO1386",NA,"SPO1386","HIT family protein","SPO_RS07075",NA
"SPO1387",0,"SPO1387","cation efflux system protein","SPO_RS07080",0
"SPO1388",0.626,"SPO1388","transcriptional regulator, LuxR family/hydrolase, alpha/beta fold family","SPO_RS07085",1
"SPO1390",2,"SPO1390","thioredoxin domain protein, DsbA family","SPO_RS07095",1
"SPO1392",1.1462,"SPO1392","4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein","SPO_RS07105",1
"SPO1393",1.4284,"SPO1393","Rrf2 family protein","SPO_RS07110",1
"SPO1394",0.9992,"SPO1394","beta-lactamase, putative","SPO_RS22150",1
"SPO1395",0.265,"SPO1395","transcriptional regulator, AraC family","SPO_RS07120",1
"SPO1396",0.72,"SPO1396","transporter, putative","SPO_RS07125",1
"SPO1397",0.9796,"SPO1397","hydrophobe/amphiphile efflux-1 family protein","SPO_RS07130",1
"SPO1398",0.1368,"SPO1398","efflux transporter, RND family, MFP subunit","SPO_RS07135",0.874424960505529
"SPO1399",0.6666,"SPO1399","transcriptional regulator, AraC family","SPO_RS07140",1
"SPO1400",0.2398,"SPO1400","hypothetical protein","SPO_RS07145",1
"SPO1401",0.8554,"SPO1401","aminotransferase, class III","SPO_RS07150",1
"SPO1404",0.6148,"SPO1404","hypothetical protein","SPO_RS07165",1
"SPO1405",0.7694,"SPO1405","tyrosinase domain protein","SPO_RS07170",1
"SPO1406",0.9972,"SPO1406","hypothetical protein","SPO_RS22155",1
"SPO1407",0.897,"SPO1407","hypothetical protein","SPO_RS07180",1
"SPO1408",0.754,"rluD","ribosomal large subunit pseudouridine synthase D","SPO_RS07185",1
"SPO1409",0.4968,"rpoH-2","RNA polymerase sigma-32 factor","SPO_RS07190",1
"SPO1410",1.0074,"SPO1410","renal dipeptidase family protein","SPO_RS07195",1
"SPO1411",0.4642,"SPO1411","C4-type zinc finger protein, DksA/TraR family","SPO_RS07200",1
"SPO1412",0.9996,"SPO1412","DNA modification methyltransferase domain protein","SPO_RS07205",1
"SPO1412a",1.0046,"SPO1412a","hypothetical protein","SPO_RS22825",1
"SPO1413",1.0102,"pepF","oligoendopeptidase F","SPO_RS07210",1
"SPO1414",1.0004,"SPO1414","hydrolase, alpha/beta fold family","SPO_RS07215",1
"SPO1415",0.5464,"SPO1415","sterol carrier family protein","SPO_RS07220",1
